tz16_code,tz16_name,sa2_name16,sa2_main16,sa2_5dig16,sa3_name16,sa3_code16,sa4_name16,sa4_code16,lga_name16,lga_code16,gcc_name16,gcc_code16,gsc_distri,mb_cat16,albers_ha,Metro Stage,GIC_AreaName,GIC_Precinct_190919,PIFGA_Precinct,SGS_CoDBC_UrbanType190924,SGS_CoDBC_Precincts190924,SGS_CoDBC_SubPrecinct190924,ERP_2016,ERP_2021,ERP_2026,ERP_2031,ERP_2036,ERP_2041,ERP_2046,ERP_2051,ERP_2056,EMP_2016,EMP_2021,EMP_2026,EMP_2031,EMP_2036,EMP_2041,EMP_2046,EMP_2051,EMP_2056
3663,Leppington_Anthony Rd and Gregory Rd,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,201.3402292,Remainder,0,0,Catherine Fields North,Greenfield,SWGA,Catherine Fields North,163,192,205,698,"1,496","1,950","2,244","2,410","2,577",70,67,73,80,87,91,93,99,108
3664,Rossmore_Joseph Rd and Eastwood Rd,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,214.0697831,Remainder,0,0,Catherine Fields North,Greenfield,SWGA,Catherine Fields North,347,390,409,"1,331","2,824","3,677","4,234","4,554","4,876",74,71,77,85,92,96,98,104,114
3665,Leppington_Dog Training Centre,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,130.2182493,0,0,0,Leppington-Stages 2-5,Greenfield,SWGA,Leppington Stages 2-5,222,265,548,"1,489","2,563","3,177","3,578","3,809","4,042",51,50,56,62,69,74,75,77,85
3666,Leppington_Byron Rd and Heath Rd,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,105.0136439,Remainder,0,0,Leppington Stage 1,Greenfield,SWGA,Leppington Stage 1,109,454,"1,201","2,125","2,579","2,840","3,013","3,114","3,216",41,41,46,51,56,60,61,63,69
3667,Bringelly_Access Track,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Primary Production,278.0158767,0,0,0,0,Rural,Rural,Rural_Camden (A),9,19,22,342,813,"1,081","1,254","1,352","1,451",30,33,39,45,55,61,65,68,78
3668,Bringelly_Henry George Park,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Primary Production,291.2664506,Remainder,0,0,Lowes Creek Maryland,Greenfield,SWGA,Lowes Creek Maryland,9,19,22,353,840,"1,117","1,297","1,398","1,500",33,36,43,50,155,318,604,847,918
3669,Oran Park_Greenway,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Primary Production,223.9040414,Remainder,0,0,South Creek West,Greenfield,SWGA,South Creek West,5,261,817,"2,690","4,968","6,264","7,102","7,575","8,053",25,27,32,38,570,"1,407","2,868","4,098","4,428"
3670,Leppington_Camden Valley Way and Park Rd,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,115.6875145,0,0,0,Leppington-Stages 2-5,Greenfield,SWGA,Leppington Stages 2-5,133,199,635,"2,082","3,734","4,678","5,295","5,651","6,009",40,40,45,50,55,59,60,62,69
3671,Bringelly_Recycling Centre,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Primary Production,262.7835942,Remainder,0,0,South Creek West,Greenfield,SWGA,South Creek West,8,17,21,286,677,900,"1,044","1,125","1,207",28,31,37,43,135,279,532,746,808
3672,Oran Park_Pondicherry,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Primary Production,341.9292871,Remainder,0,0,Pondicherry,Greenfield,SWGA,Pondicherry,8,386,"1,206","3,962","7,315","9,222","10,455","11,152","11,856",37,66,85,99,202,355,615,836,910
3673,Catherine Field_Wholesale Nursery,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,184.3946941,Remainder,0,0,Catherine Fields,Greenfield,SWGA,Catherine Fields,582,698,747,868,"1,126","1,274","1,372","1,428","1,485",102,108,130,150,173,187,186,193,219
3674,Leppington_Somoan Methodist Church,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,145.1513258,0,0,0,Catherine Fields North,Greenfield,SWGA,Catherine Fields North,240,314,346,"1,279","2,788","3,650","4,212","4,535","4,860",50,48,52,58,62,65,68,73,80
3675,Leppington_George Rd and Riley Rd,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,196.6901161,0,0,0,Catherine Fields North,Greenfield,SWGA,Catherine Fields North,278,344,372,"1,276","2,737","3,572","4,117","4,430","4,745",68,65,71,79,85,89,87,89,97
3676,Leppington_Camden Valley Way and St Andrews Rd,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Primary Production,247.8322916,0,0,0,East Leppington,Greenfield,SWGA,East Leppington,"1,270","4,068","7,458","9,115","9,549","9,808","9,989","10,104","10,216",263,293,379,458,556,615,623,647,743
3677,Cobbitty,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Primary Production,837.7927713,0,0,0,0,Rural,Rural,Rural_Camden (A),273,"1,901","4,482","5,532","6,923","7,724","8,252","8,561","8,871",75,83,103,120,139,154,159,170,195
3678,Cobbitty_Denbigh,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Primary Production,394.5555879,Remainder,0,0,Oran Park,Greenfield,SWGA,Oran Park,129,886,"2,089","2,579","3,228","3,602","3,848","3,992","4,137",35,38,47,55,64,71,73,78,90
3679,Oran Park_Proposed School,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,199.7278338,Remainder,0,0,Oran Park,Greenfield,SWGA,Oran Park,821,"1,537","1,941","2,353","2,819","3,088","3,266","3,371","3,475",15,115,162,188,228,260,287,315,357
3680,Oran Park,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,73.47959136,Remainder,0,0,Oran Park,Greenfield,SWGA,Oran Park,65,260,394,621,891,"1,046","1,148","1,207","1,266",5,6,7,8,10,11,11,12,14
3681,Catherine Field Reserve,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,258.709642,0,0,0,Catherine Fields,Greenfield,SWGA,Catherine Fields,303,336,349,417,566,651,707,739,772,147,156,188,217,253,275,275,289,327
3682,Cobbitty Wines,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Primary Production,1070.012057,0,0,0,0,Rural,Rural,Rural_Camden (A),592,688,729,734,735,737,739,740,742,349,381,469,536,622,697,727,782,949
3683,Cobbitty_Macarthur Anglican School,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Primary Production,302.2901474,0,0,0,Oran Park,Greenfield,SWGA,Oran Park,99,683,"1,610","1,987","2,487","2,774","2,964","3,075","3,186",26,211,412,489,584,656,712,773,894
3684,Oran Park_South Cct and Tander St,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,161.0163878,Remainder,0,0,Oran Park,Greenfield,SWGA,Oran Park,"2,603","3,195","3,447","3,480","3,487","3,496","3,505","3,514","3,522",22,23,29,34,41,45,47,51,58
3685,Oran Park_Peter Brock Drive and Oran Park Drive,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,125.6493638,Remainder,0,0,Oran Park,Greenfield,SWGA,Oran Park,"1,377","1,800","1,979","2,004","2,013","2,021","2,028","2,034","2,040",822,855,"1,947","2,630","3,201","3,622","4,024","4,400","5,051"
3686,Catherine Field_Springfield Rd and Charlesworth Cl,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,288.3870967,Remainder,0,0,Catherine Fields,Greenfield,SWGA,Catherine Fields,485,738,871,"1,087","1,436","1,636","1,768","1,844","1,921",173,183,221,257,299,321,318,327,372
3687,Camden Lakeside Golf Course,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Parkland,352.752245,0,0,0,0,Greenfield,SWGA,Gledswood Hills/The Crest,17,"1,042","2,231","2,525","2,604","2,648","2,677","2,693","2,710",137,152,197,238,289,319,323,335,384
3688,Camden Airport,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Other,623.769211,0,0,0,0,Rural,Rural,Rural_Camden (A),732,844,893,900,902,904,907,909,911,116,127,157,179,209,234,245,264,321
3689,Oran Park_Fussy Grape Winery,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,248.6749884,0,0,0,Catherine Fields (Part),Greenfield,SWGA,Catherine Fields (Part),16,"1,604","4,040","6,088","7,995","9,080","9,782","10,179","10,579",127,452,981,"1,298","1,560","1,760","1,912","2,084","2,387"
3690,Oran Park_South Creek,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,72.71898539,0,0,0,Catherine Fields (Part),Greenfield,SWGA,Catherine Fields (Part),61,460,"1,060","1,574","2,066","2,349","2,535","2,644","2,753",31,33,41,49,58,65,69,74,85
3691,Gregory Hills_Thomas Donovan Park,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,184.7000725,0,0,0,Turner Road,Greenfield,SWGA,Turner Road,"1,519","2,810","4,598","5,817","6,337","6,641","6,846","6,970","7,093",4,8,15,17,22,27,29,31,35
3692,Camden Valley Golf Resort,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,235.3590574,0,0,0,Turner Road,Greenfield,SWGA,Turner Road,"1,624","2,489","3,711","4,517","4,858","5,058","5,194","5,277","5,360",66,152,203,413,510,589,646,697,800
3693,Gregory Hills_Central Hills Dr and Lasso Rd,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,50.48265414,0,0,0,Turner Road,Greenfield,SWGA,Turner Road,0,0,0,0,0,0,0,0,0,792,"1,769","3,123","3,611","4,554","5,648","6,131","6,619","7,406"
3694,Gregory Hills_Healy Ave and Donavan Blvd,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,49.07670683,0,0,0,Turner Road,Greenfield,SWGA,Turner Road,"1,771","2,715","4,049","4,928","5,300","5,518","5,666","5,757","5,847",1,3,4,8,10,12,13,14,16
3708,Cecil Hills Shopping Centre,Cecil Hills,127011593,11593,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Parkland,228.0878693,0,0,0,0,Established,Established,Established_Liverpool (C),"3,655","3,731","3,916","4,081","4,206","4,044","3,925","3,810","3,804",422,461,640,800,981,965,764,667,764
3709,Cecil Hills High School,Cecil Hills,127011593,11593,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,146.7065711,0,0,0,0,Established,Established,Established_Liverpool (C),"3,613","3,636","3,801","3,853","3,878","3,864","3,828","3,788","3,434",467,540,733,898,"1,073","1,102","1,246","1,257","1,336"
3710,Green Valley_Paramor Reserve,Green Valley,127011594,11594,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,68.68460995,0,0,0,0,Established,Established,Established_Liverpool (C),"2,836","3,094","3,450","3,630","3,639","3,630","3,658","3,770","4,406",187,220,299,366,447,454,447,438,483
3711,Green Valley Primary School,Green Valley,127011594,11594,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,84.47801171,0,0,0,0,Established,Established,Established_Liverpool (C),"3,546","3,639","3,735","3,777","3,803","3,775","3,779","3,792","3,869",301,357,491,606,748,763,755,742,821
3712,Elizabeth Hills,Hinchinbrook,127011595,11595,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,198.9538418,0,0,0,0,Established,Established,Established_Liverpool (C),"2,630","3,141","4,557","5,960","7,554","9,053","10,288","11,779","13,730",492,703,911,995,"1,102","1,079","1,011",888,960
3713,Green Valley,Green Valley,127011594,11594,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,85.54303554,0,0,0,0,Established,Established,Established_Liverpool (C),"3,522","3,557","3,656","3,687","3,696","3,688","3,692","3,706","3,785",190,220,289,349,429,414,401,369,412
3714,The Valley Plaza,Green Valley,127011594,11594,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,82.74414752,0,0,0,0,Established,Established,Established_Liverpool (C),"3,089","3,176","3,491","3,772","3,980","3,745","3,748","3,759","3,818","1,101","1,170","1,496","1,791","2,173","2,169","2,106","2,007","2,253"
3715,Hinchinbrook Primary School,Hinchinbrook,127011595,11595,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,61.88701822,0,0,0,0,Established,Established,Established_Liverpool (C),"2,330","2,363","2,512","2,571","2,599","2,620","2,743","2,878","3,054",193,230,334,415,511,552,564,569,642
3716,Hinchinbrook,Hinchinbrook,127011595,11595,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,71.37268321,0,0,0,0,Established,Green Valley,Green Valley,"2,898","2,950","3,165","3,253","3,288","3,315","3,506","3,719","3,997",107,127,186,225,275,293,293,283,321
3717,Hoxton Park High School,Hinchinbrook,127011595,11595,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,83.00356563,0,0,0,0,Established,Established,Established_Liverpool (C),"1,681","1,902","2,156","2,274","2,297","2,316","2,604","2,939","3,377",20,23,27,30,34,35,34,32,35
3718,Hinchinbrook_Whitford Rd and Centaurus Dr,Hinchinbrook,127011595,11595,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,107.2915788,0,0,0,0,Established,15th Ave,15th Ave,"3,195","3,232","3,487","3,709","3,979","4,227","4,367","4,529","4,742",478,553,704,819,961,"1,028","1,044","1,052","1,156"
3723,Hoxton Park_Glen Innes Rd and Hoxton Park Rd,Hoxton Park - Carnes Hill - Horningsea Park,127011596,11596,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,75.16082845,0,0,0,0,Established,15th Ave,15th Ave,"2,719","2,783","3,136","3,343","3,381","3,386","3,591","3,869","4,430",467,532,706,859,"1,022","1,061","1,051","1,062","1,215"
3724,West Hoxton_Grimson Park,West Hoxton - Middleton Grange,127011597,11597,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,184.3198585,0,0,0,0,Rural,WS Parkland,WS Parkland,319,331,378,404,450,213,232,261,334,328,376,510,609,774,833,810,796,872
3725,West Hoxton,West Hoxton - Middleton Grange,127011597,11597,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,113.1917847,0,0,0,0,Established,15th Ave,15th Ave,"5,102","5,160","5,590","5,929","5,956","5,835","6,117","6,527","7,578",203,234,317,379,451,461,446,429,469
3726,Hoxton Park_Brownes Farm Reserve,Hoxton Park - Carnes Hill - Horningsea Park,127011596,11596,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,70.24835557,0,0,0,0,Established,15th Ave,15th Ave,"1,673","1,726","1,946","2,116","2,354","2,396","2,490","2,626","2,899",387,447,604,749,911,961,953,967,"1,106"
3727,Hoxton Park,Hoxton Park - Carnes Hill - Horningsea Park,127011596,11596,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,88.1419499,0,0,0,0,Established,Established,Established_Liverpool (C),"2,505","2,931","3,634","4,160","4,247","4,261","4,799","5,541","7,034",213,244,317,377,440,454,447,444,503
3728,Greenway Park Primary School,West Hoxton - Middleton Grange,127011597,11597,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,79.53732534,0,0,0,0,Established,Established,Established_Liverpool (C),"2,956","2,981","3,074","3,298","3,319","3,225","3,364","3,561","4,066",178,201,276,331,397,404,391,372,413
3729,Horningsea Park,Hoxton Park - Carnes Hill - Horningsea Park,127011596,11596,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,82.26595558,0,0,0,0,Established,Carnes Hill,Carnes Hill,"1,252","1,376","2,692","3,531","4,576","4,758","5,278","6,031","7,548",846,866,"1,074","1,267","1,467","1,480","1,555","1,582","1,833"
3730,West Hoxton_Dowling St and Gould St,West Hoxton - Middleton Grange,127011597,11597,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,235.1638511,0,0,0,0,Established,Established,Established_Liverpool (C),"2,027","2,065","2,148","2,382","2,435","2,166","2,301","2,497","2,998",419,474,652,776,928,945,927,884,973
3731,Horningsea Park_John Edmondson High School,Hoxton Park - Carnes Hill - Horningsea Park,127011596,11596,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,50.60341358,0,0,0,0,Established,Established,Established_Liverpool (C),"2,164","2,273","2,403","2,474","2,502","2,506","2,572","2,659","2,834",275,303,386,462,537,549,547,545,622
