Area,Data type,Year,Number,Unnamed: 4,LGA
Lurnea,Total Population,2041,9126,,Liverpool City
Middleton Grange,Total Population,2016,5358,,Liverpool City
Middleton Grange,Total Population,2017,5664,,Liverpool City
Middleton Grange,Total Population,2018,6011,,Liverpool City
Middleton Grange,Total Population,2019,6288,,Liverpool City
Middleton Grange,Total Population,2020,6519,,Liverpool City
Middleton Grange,Total Population,2021,6645,,Liverpool City
Middleton Grange,Total Population,2022,6775,,Liverpool City
Middleton Grange,Total Population,2023,6856,,Liverpool City
Middleton Grange,Total Population,2024,6904,,Liverpool City
Middleton Grange,Total Population,2025,6895,,Liverpool City
Middleton Grange,Total Population,2026,6872,,Liverpool City
Middleton Grange,Total Population,2027,6825,,Liverpool City
Middleton Grange,Total Population,2028,6772,,Liverpool City
Middleton Grange,Total Population,2029,6723,,Liverpool City
Middleton Grange,Total Population,2030,6682,,Liverpool City
Middleton Grange,Total Population,2031,6638,,Liverpool City
Middleton Grange,Total Population,2032,6599,,Liverpool City
Middleton Grange,Total Population,2033,6749,,Liverpool City
Middleton Grange,Total Population,2034,6935,,Liverpool City
Middleton Grange,Total Population,2035,7121,,Liverpool City
Middleton Grange,Total Population,2036,7304,,Liverpool City
Middleton Grange,Total Population,2037,7491,,Liverpool City
Middleton Grange,Total Population,2038,7678,,Liverpool City
Middleton Grange,Total Population,2039,7865,,Liverpool City
Middleton Grange,Total Population,2040,8054,,Liverpool City
Middleton Grange,Total Population,2041,8132,,Liverpool City
Miller,Total Population,2016,3252,,Liverpool City
Miller,Total Population,2017,3255,,Liverpool City
Miller,Total Population,2018,3250,,Liverpool City
Miller,Total Population,2019,3256,,Liverpool City
Miller,Total Population,2020,3249,,Liverpool City
Miller,Total Population,2021,3664,,Liverpool City
Miller,Total Population,2022,3657,,Liverpool City
Miller,Total Population,2023,3646,,Liverpool City
Miller,Total Population,2024,3643,,Liverpool City
Miller,Total Population,2025,3715,,Liverpool City
Miller,Total Population,2026,3856,,Liverpool City
Miller,Total Population,2027,3993,,Liverpool City
Miller,Total Population,2028,4270,,Liverpool City
Miller,Total Population,2029,4545,,Liverpool City
Miller,Total Population,2030,4815,,Liverpool City
Miller,Total Population,2031,5081,,Liverpool City
Miller,Total Population,2032,5348,,Liverpool City
Miller,Total Population,2033,5470,,Liverpool City
Miller,Total Population,2034,5591,,Liverpool City
Miller,Total Population,2035,5643,,Liverpool City
Miller,Total Population,2036,5682,,Liverpool City
Miller,Total Population,2037,5665,,Liverpool City
Miller,Total Population,2038,5652,,Liverpool City
Miller,Total Population,2039,5639,,Liverpool City
Miller,Total Population,2040,5627,,Liverpool City
Miller,Total Population,2041,5620,,Liverpool City
Moorebank,Total Population,2016,10814,,Liverpool City
Moorebank,Total Population,2017,10806,,Liverpool City
Moorebank,Total Population,2018,10765,,Liverpool City
Moorebank,Total Population,2019,10920,,Liverpool City
Moorebank,Total Population,2020,11023,,Liverpool City
Moorebank,Total Population,2021,11120,,Liverpool City
Moorebank,Total Population,2022,11290,,Liverpool City
Moorebank,Total Population,2023,11408,,Liverpool City
Moorebank,Total Population,2024,11309,,Liverpool City
Moorebank,Total Population,2025,11212,,Liverpool City
Moorebank,Total Population,2026,11123,,Liverpool City
Moorebank,Total Population,2027,11204,,Liverpool City
Moorebank,Total Population,2028,11451,,Liverpool City
Moorebank,Total Population,2029,12198,,Liverpool City
Moorebank,Total Population,2030,13084,,Liverpool City
Moorebank,Total Population,2031,13957,,Liverpool City
Moorebank,Total Population,2032,14955,,Liverpool City
Moorebank,Total Population,2033,15949,,Liverpool City
Moorebank,Total Population,2034,16939,,Liverpool City
Moorebank,Total Population,2035,17916,,Liverpool City
Moorebank,Total Population,2036,18893,,Liverpool City
Moorebank,Total Population,2037,20016,,Liverpool City
Moorebank,Total Population,2038,21136,,Liverpool City
Moorebank,Total Population,2039,22240,,Liverpool City
Moorebank,Total Population,2040,23334,,Liverpool City
Moorebank,Total Population,2041,24417,,Liverpool City
Prestons,Total Population,2016,15895,,Liverpool City
Prestons,Total Population,2017,15640,,Liverpool City
Prestons,Total Population,2018,15348,,Liverpool City
Prestons,Total Population,2019,15072,,Liverpool City
Prestons,Total Population,2020,14790,,Liverpool City
Prestons,Total Population,2021,14527,,Liverpool City
Prestons,Total Population,2022,14264,,Liverpool City
Prestons,Total Population,2023,14069,,Liverpool City
Prestons,Total Population,2024,13885,,Liverpool City
Prestons,Total Population,2025,13638,,Liverpool City
Prestons,Total Population,2026,13408,,Liverpool City
Prestons,Total Population,2027,13383,,Liverpool City
Prestons,Total Population,2028,13359,,Liverpool City
Prestons,Total Population,2029,13420,,Liverpool City
Prestons,Total Population,2030,13401,,Liverpool City
Prestons,Total Population,2031,13378,,Liverpool City
Prestons,Total Population,2032,13363,,Liverpool City
Prestons,Total Population,2033,13350,,Liverpool City
Prestons,Total Population,2034,13346,,Liverpool City
Prestons,Total Population,2035,13341,,Liverpool City
Prestons,Total Population,2036,13338,,Liverpool City
Prestons,Total Population,2037,13342,,Liverpool City
Prestons,Total Population,2038,13349,,Liverpool City
Prestons,Total Population,2039,13352,,Liverpool City
Prestons,Total Population,2040,13359,,Liverpool City
Prestons,Total Population,2041,13365,,Liverpool City
Sadleir,Total Population,2016,3201,,Liverpool City
Sadleir,Total Population,2017,3202,,Liverpool City
Sadleir,Total Population,2018,3203,,Liverpool City
Sadleir,Total Population,2019,3193,,Liverpool City
Sadleir,Total Population,2020,3168,,Liverpool City
Sadleir,Total Population,2021,3159,,Liverpool City
Sadleir,Total Population,2022,3150,,Liverpool City
Sadleir,Total Population,2023,3155,,Liverpool City
Sadleir,Total Population,2024,3158,,Liverpool City
Sadleir,Total Population,2025,3162,,Liverpool City
Sadleir,Total Population,2026,3169,,Liverpool City
Sadleir,Total Population,2027,3163,,Liverpool City
Sadleir,Total Population,2028,3165,,Liverpool City
Sadleir,Total Population,2029,3167,,Liverpool City
Sadleir,Total Population,2030,3175,,Liverpool City
Sadleir,Total Population,2031,3181,,Liverpool City
Sadleir,Total Population,2032,3186,,Liverpool City
Sadleir,Total Population,2033,3191,,Liverpool City
Sadleir,Total Population,2034,3195,,Liverpool City
Sadleir,Total Population,2035,3204,,Liverpool City
Sadleir,Total Population,2036,3214,,Liverpool City
Sadleir,Total Population,2037,3225,,Liverpool City
Sadleir,Total Population,2038,3236,,Liverpool City
Sadleir,Total Population,2039,3248,,Liverpool City
Sadleir,Total Population,2040,3264,,Liverpool City
Sadleir,Total Population,2041,3277,,Liverpool City
Voyager Point - Pleasure Point,Total Population,2016,2281,,Liverpool City
Voyager Point - Pleasure Point,Total Population,2017,2300,,Liverpool City
Voyager Point - Pleasure Point,Total Population,2018,2294,,Liverpool City
Voyager Point - Pleasure Point,Total Population,2019,2299,,Liverpool City
Voyager Point - Pleasure Point,Total Population,2020,2295,,Liverpool City
Voyager Point - Pleasure Point,Total Population,2021,2285,,Liverpool City
Voyager Point - Pleasure Point,Total Population,2022,2273,,Liverpool City
Voyager Point - Pleasure Point,Total Population,2023,2264,,Liverpool City
Voyager Point - Pleasure Point,Total Population,2024,2252,,Liverpool City
Voyager Point - Pleasure Point,Total Population,2025,2244,,Liverpool City
Voyager Point - Pleasure Point,Total Population,2026,2226,,Liverpool City
Voyager Point - Pleasure Point,Total Population,2027,2225,,Liverpool City
Voyager Point - Pleasure Point,Total Population,2028,2228,,Liverpool City
Voyager Point - Pleasure Point,Total Population,2029,2229,,Liverpool City
Voyager Point - Pleasure Point,Total Population,2030,2232,,Liverpool City
Voyager Point - Pleasure Point,Total Population,2031,2230,,Liverpool City
Voyager Point - Pleasure Point,Total Population,2032,2234,,Liverpool City
Voyager Point - Pleasure Point,Total Population,2033,2236,,Liverpool City
Voyager Point - Pleasure Point,Total Population,2034,2237,,Liverpool City
Voyager Point - Pleasure Point,Total Population,2035,2244,,Liverpool City
Voyager Point - Pleasure Point,Total Population,2036,2251,,Liverpool City
Voyager Point - Pleasure Point,Total Population,2037,2253,,Liverpool City
Voyager Point - Pleasure Point,Total Population,2038,2260,,Liverpool City
Voyager Point - Pleasure Point,Total Population,2039,2264,,Liverpool City
Voyager Point - Pleasure Point,Total Population,2040,2273,,Liverpool City
Voyager Point - Pleasure Point,Total Population,2041,2287,,Liverpool City
Warwick Farm,Total Population,2016,6218,,Liverpool City
Warwick Farm,Total Population,2017,6682,,Liverpool City
Warwick Farm,Total Population,2018,6894,,Liverpool City
Warwick Farm,Total Population,2019,7105,,Liverpool City
Warwick Farm,Total Population,2020,7177,,Liverpool City
Warwick Farm,Total Population,2021,7156,,Liverpool City
Warwick Farm,Total Population,2022,7128,,Liverpool City
Warwick Farm,Total Population,2023,7248,,Liverpool City
Warwick Farm,Total Population,2024,7364,,Liverpool City
Warwick Farm,Total Population,2025,7480,,Liverpool City
Warwick Farm,Total Population,2026,7594,,Liverpool City
Warwick Farm,Total Population,2027,7970,,Liverpool City
Warwick Farm,Total Population,2028,8337,,Liverpool City
Warwick Farm,Total Population,2029,8814,,Liverpool City
Warwick Farm,Total Population,2030,9307,,Liverpool City
Warwick Farm,Total Population,2031,9923,,Liverpool City
Warwick Farm,Total Population,2032,10533,,Liverpool City
Warwick Farm,Total Population,2033,11144,,Liverpool City
Warwick Farm,Total Population,2034,11747,,Liverpool City
Warwick Farm,Total Population,2035,12346,,Liverpool City
Warwick Farm,Total Population,2036,12941,,Liverpool City
Warwick Farm,Total Population,2037,13536,,Liverpool City
Warwick Farm,Total Population,2038,14127,,Liverpool City
Warwick Farm,Total Population,2039,14593,,Liverpool City
Warwick Farm,Total Population,2040,14929,,Liverpool City
Warwick Farm,Total Population,2041,15140,,Liverpool City
Wattle Grove,Total Population,2016,8499,,Liverpool City
Wattle Grove,Total Population,2017,8502,,Liverpool City
Wattle Grove,Total Population,2018,8503,,Liverpool City
Wattle Grove,Total Population,2019,8489,,Liverpool City
Wattle Grove,Total Population,2020,8465,,Liverpool City
Wattle Grove,Total Population,2021,8454,,Liverpool City
Wattle Grove,Total Population,2022,8434,,Liverpool City
Wattle Grove,Total Population,2023,8380,,Liverpool City
Wattle Grove,Total Population,2024,8351,,Liverpool City
Wattle Grove,Total Population,2025,8315,,Liverpool City
Wattle Grove,Total Population,2026,8285,,Liverpool City
Wattle Grove,Total Population,2027,8248,,Liverpool City
Wattle Grove,Total Population,2028,8215,,Liverpool City
Wattle Grove,Total Population,2029,8191,,Liverpool City
Wattle Grove,Total Population,2030,8167,,Liverpool City
Wattle Grove,Total Population,2031,8150,,Liverpool City
Wattle Grove,Total Population,2032,8135,,Liverpool City
Wattle Grove,Total Population,2033,8122,,Liverpool City
Wattle Grove,Total Population,2034,8114,,Liverpool City
Wattle Grove,Total Population,2035,8101,,Liverpool City
Wattle Grove,Total Population,2036,8094,,Liverpool City
Wattle Grove,Total Population,2037,8087,,Liverpool City
Wattle Grove,Total Population,2038,8081,,Liverpool City
Wattle Grove,Total Population,2039,8080,,Liverpool City
Wattle Grove,Total Population,2040,8080,,Liverpool City
Wattle Grove,Total Population,2041,8079,,Liverpool City
West Hoxton,Total Population,2016,10380,,Liverpool City
West Hoxton,Total Population,2017,10179,,Liverpool City
West Hoxton,Total Population,2018,10018,,Liverpool City
West Hoxton,Total Population,2019,9867,,Liverpool City
West Hoxton,Total Population,2020,9727,,Liverpool City
West Hoxton,Total Population,2021,9609,,Liverpool City
West Hoxton,Total Population,2022,9475,,Liverpool City
West Hoxton,Total Population,2023,9344,,Liverpool City
West Hoxton,Total Population,2024,9218,,Liverpool City
West Hoxton,Total Population,2025,9088,,Liverpool City
West Hoxton,Total Population,2026,8971,,Liverpool City
West Hoxton,Total Population,2027,8966,,Liverpool City
West Hoxton,Total Population,2028,8939,,Liverpool City
West Hoxton,Total Population,2029,8923,,Liverpool City
West Hoxton,Total Population,2030,8894,,Liverpool City
West Hoxton,Total Population,2031,8870,,Liverpool City
West Hoxton,Total Population,2032,8849,,Liverpool City
West Hoxton,Total Population,2033,8832,,Liverpool City
West Hoxton,Total Population,2034,8827,,Liverpool City
West Hoxton,Total Population,2035,8815,,Liverpool City
West Hoxton,Total Population,2036,8798,,Liverpool City
West Hoxton,Total Population,2037,8786,,Liverpool City
West Hoxton,Total Population,2038,8775,,Liverpool City
West Hoxton,Total Population,2039,8974,,Liverpool City
West Hoxton,Total Population,2040,9162,,Liverpool City
West Hoxton,Total Population,2041,9345,,Liverpool City
Western area - Greendale and Surrounds,Total Population,2016,6915,,Liverpool City
Western area - Greendale and Surrounds,Total Population,2017,6881,,Liverpool City
Western area - Greendale and Surrounds,Total Population,2018,6839,,Liverpool City
Western area - Greendale and Surrounds,Total Population,2019,6763,,Liverpool City
Western area - Greendale and Surrounds,Total Population,2020,6683,,Liverpool City
Western area - Greendale and Surrounds,Total Population,2021,6569,,Liverpool City
Western area - Greendale and Surrounds,Total Population,2022,6478,,Liverpool City
Western area - Greendale and Surrounds,Total Population,2023,6397,,Liverpool City
Western area - Greendale and Surrounds,Total Population,2024,6317,,Liverpool City
Western area - Greendale and Surrounds,Total Population,2025,6254,,Liverpool City
Western area - Greendale and Surrounds,Total Population,2026,6191,,Liverpool City
Western area - Greendale and Surrounds,Total Population,2027,6353,,Liverpool City
Western area - Greendale and Surrounds,Total Population,2028,7209,,Liverpool City
Western area - Greendale and Surrounds,Total Population,2029,8569,,Liverpool City
Western area - Greendale and Surrounds,Total Population,2030,10312,,Liverpool City
Western area - Greendale and Surrounds,Total Population,2031,12646,,Liverpool City
Western area - Greendale and Surrounds,Total Population,2032,15461,,Liverpool City
Western area - Greendale and Surrounds,Total Population,2033,18734,,Liverpool City
Western area - Greendale and Surrounds,Total Population,2034,22278,,Liverpool City
Western area - Greendale and Surrounds,Total Population,2035,25710,,Liverpool City
Western area - Greendale and Surrounds,Total Population,2036,29042,,Liverpool City
Western area - Greendale and Surrounds,Total Population,2037,31824,,Liverpool City
Western area - Greendale and Surrounds,Total Population,2038,34283,,Liverpool City
Western area - Greendale and Surrounds,Total Population,2039,36483,,Liverpool City
Western area - Greendale and Surrounds,Total Population,2040,38614,,Liverpool City
Western area - Greendale and Surrounds,Total Population,2041,40825,,Liverpool City
