TZ16_CODE,TZ16_NAME,Tz16_Area
"7856",Piggabeen,19649056.93100000173
"7857",Tweed Heads West,9256978.74351999909
"7858",Tweed Heads,3784128.85938999988
"7859",Bilambil,22639349.90219999850
"7860",Carool,45528589.13979999721
"7864",Banora Point,9495323.53478999995
"7865",Terranora,29187312.45279999822
"7863",Tweed Heads South,8504366.57844999991
"7281",Griffith_NSW,56244486.30730000138
"7284",Hillston,8502578724.44999980927
"7285",Rankins Springs,2664348285.40999984741
"7286",Carrathool,5734204069.40999984741
"7287",Griffith Region,284347378.66900002956
"7288",Yenda,3090901.69894000003
"7289",Lake Wyangan,1225031891.65000009537
"7290",Whitton,638996971.39199995995
"7291",Coleambally,3929172866.59999990463
"7294",Leeton,18367356.99799999967
"7295",Yanco,354986063.22000002861
"7298",Narrandera,23770053.66010000184
"7299",Euroley,5379026971.46000003815
"7357",Tumbarumba,6264591.67043999955
"7358",Rosewood,1838778689.90000009537
"7359",Khancoban,2677760041.53000020981
"7362",Tumut,40284359.11890000105
"7360",Talbingo Reservoir,4499994.88867999986
"7365",Brungle,625424371.94599997997
"7366",Adelong,2625061.75245000003
"7367",Cooleys Creek,946781833.84099996090
"7368",Talbingo,2839964199.76000022888
"7369",Batlow,192518392.88999998569
"7302",Stockinbingal,385884582.64999997616
"7303",Wallendbeen,439373514.23199999332
"7304",Cootamundra,7845807.07105000038
"7305",Muttama,820791350.42999994755
"7308",Coolac,2351253817.15999984741
"7309",Gundagai,9036627.70461999997
"7312",Bethungra,1937607207.92000007629
"7313",Junee,30990941.94130000100
"7316",Springdale,1477974602.59999990463
"7317",Ardlethan,668479553.36300003529
"7318",Ariah Park,984106380.94099998474
"7319",Temora,298546429.92400002480
"7322",Kooringal,4881375.70810000040
"7323",Gumly Gumly,22854170.55590000004
"7324",Lake Albert,16398627.96800000034
"7325",Tatton,9865357.45560000092
"7328",Estella,6992426.65019000042
"7329",North Wagga Wagga,46637471.39639999717
"7332",Turvey Park,4233568.21628000028
"7333",Glenfield Park,3055388.27316999994
"7334",Mount Austin,2075684.66139000002
"7335",Tolland,2086603.67968000006
"7336",Bourkelands,17961391.42130000144
"7339",Wagga Wagga,7235751.50782999955
"7340",Ashmont,22824419.85680000111
"7341",Kapooka,24832940.57369999960
"7344",Matong,603200933.30999994278
"7345",Marrar,1150590851.15000009537
"7346",Coolamon,5435674.38365000021
"7347",Currawarna,1773504281.71000003815
"7348",Forest Hill,34591920.05489999801
"7349",Lockhart,2150807.86897999980
"7350",Yerong Creek,581351529.22699999809
"7351",The Rock,241026708.54100000858
"7352",Wagga Wagga Region,2063740759.04999995232
"7353",Tarcutta,817170118.67100000381
"7354",Pleasant Hills,2054559401.38000011444
"6100",Kangaroo Valley,324671890.23000001907
"6101",Berry Station,148816393.61399999261
"6102",Jaspers Brush,58687215.50710000098
"6103",Seven Mile Beach,4262514.26757999975
"6106",Callala Bay,166744868.53799998760
"6109",Greenwell Point,60909117.97349999845
"6110",Culburra Beach,15410635.56579999998
"6113",Quiera,2142627824.80999994278
"6116",Huskisson,12376729.86620000005
"6117",Vincentia High School,18602497.79459999874
"6120",Cambewarra Village,19284239.45419999957
"6121",Meroo Meadow,21793615.29120000079
"6122",Bangalee,31183644.92269999906
"6123",Bolong,16394114.79360000044
"6124",Nowra Animal Park North Nowra,3909980.99342999980
"6125",Bomaderry_Nowra Station,3338003.39957999997
"6126",North Nowra,3714428.97817000002
"6129",Nowra CBD,3250276.90805000020
"6130",Brundee,17167635.06089999899
"6131",Nowra,1934150.26802999992
"6132",Nowra Community Hospital,3853706.68561000004
"6133",West Nowra,21725092.78090000153
"6134",Worrigee,16913965.94570000097
"6135",South Nowra_Flinders Industrial Estate,5778193.19276000001
"6136",South Nowra,3370319.81294000009
"6137",Nowra Hill,26266938.19289999828
"6138",South Nowra_South Coast Correctional Centre,1310593.99393000011
"6140",St Georges Basin,15590134.03119999915
"6141",Erowal Bay,18787554.47659999877
"6142",St Georges Basin Country Club,2637129.40279000020
"6143",Sanctuary Point,3343395.20714000007
"6144",St Georges Basin - Erowal Bay,36515634.04999999702
"6146",Sussex Inlet,28128281.70309999958
"6147",Swanhaven,11678352.84960000031
"6150",Longreach,19707707.93640000001
"6151",Parma,202675007.65200001001
"6152",Falls Creek,63620101.50850000232
"6153",Tomerong,34488113.34080000222
"6154",Wandandian,55118685.58070000261
"6157",Mollymook Beach,5792296.84913999960
"6158",Milton,20047475.19429999962
"6159",Mollymook,2563568.65619000001
"6160",Mollymook Golf Club,2601649.66203999985
"6161",Ulladulla High School,7334240.77512999997
"6162",Burrill Lake,8410780.57519000024
"6165",Bawley Point,425256207.47699999809
"6166",Berrara,144373613.12700000405
"6167",Woodstock,107629958.89900000393
"6000",Bowral Station_West,21423003.36190000176
"6001",Bowral Station_East,4992676.58313000016
"6002",Bowral High School,2678539.37663999991
"6003",East Bowral,13962344.29629999958
"6004",Burradoo,12435484.76290000044
"6007",Yerrinbool Station_West,83046670.74029999971
"6008",Colo Vale Station,91061971.29580000043
"6011",Willow Vale,6051795.86515999958
"6012",Mittagong Station_West,10456531.03419999965
"6013",Mittagong Station_East,57140570.47850000113
"6016",Burradoo Station,34511261.98250000179
"6017",Moss Vale Station_West,32454997.05099999905
"6018",Moss Vale,26018186.94350000098
"6019",Moss Vale Station_East,24965220.54919999838
"6022",Glenquarry,78488783.52339999378
"6023",Robertson Station,166725177.45100000501
"6024",Burrawang Station,252613604.80500000715
"6027",Canyonleigh,495544906.72299998999
"6028",High Range,696216670.80099999905
"6029",Exeter Station,150863336.41400000453
"6030",Bundanoon Station,65034907.07029999793
"4500",The Hills Private Hospital,997990.09794799995
"4501",Baulkham Hills North Primary School,767249.08061900001
"4502",Baulkham Hills_Hill St and Kristine Ave,451325.94851399999
"4503",Baulkham Hills_Coronation Rd and Keene St,1009762.88430999999
"4504",Seven Hills_Thomas Extrem Reserve,522676.23150200001
"4505",Stockland Mall Baulkham Hills,168494.38297599999
"4506",Baulkham Hills_Cook St and Park Renown Rd,1399029.90644000005
"4507",Winston Hills Shopping Centre,909870.51543000003
"4508",Baulkham Hills,1065975.80233000009
"4509",Baulkham Hills_Seven Hills Rd and Cropley Dr,1001165.09794999997
"4445",Bella Vista_Highrange Terrace and Springdale Rise,244677.40746100000
"4446",Baulkham Hills_Strangers Creek Park,174809.50204600001
"4447",Bella Vista_Woolworths Group,178242.50448900001
"4448",Bella Vista_Reston Grange and Barina Downs Rd,556043.84022899996
"4512",Castle Hill Country Club,966133.36038299999
"4513",Bella Vista,481898.17536699999
"4514",Norwest Lake,260251.16615199999
"4515",Baulkham Hills_Norwest Bvd and Columbia Av,387182.35529400001
"4516",Bella Vista_Commercial Area,349588.15518700000
"4517",Norwest Business Park_Western End,160555.87979300000
"4518",Baulkham Hills_Crestwood Dr and Albion Pl,882828.39937700005
"4519",Crestwood High School,969520.04281799996
"4520",Bella Vista_Bella Vista Dr and Saxonvale Rd,399886.54827600002
"4521",Bella Vista Industrial Area,773309.53927700000
"4522",Bella Vista_Bingara Cr and Providence Dr,1046048.99994000001
"4523",Crestwood Shopping Centre,1431780.46094999998
"4524",Baulkham Hills_Palace Rd and Buckingham Rd,726278.69739400002
"4525",Baulkham Hills_Seven Hills Rd and Merinda Rd,953450.29184199998
"4556",Glenhaven_Glenhaven Rd and Mills Rd,2775597.81464000000
"4557",Glenhaven Court Shopping Centre,3031859.02824999997
"4558",Glenhaven,1410551.96809999994
"4555",West Pennant Hills_Highs Rd and Yarpole Ave,481213.55104799999
"4575",West Pennant Hills,752717.62114599999
"4576",Mount Wilberforce Lookout West Pennant Hills,1675044.84177999990
"4577",Coonara Shopping Centre,1826756.79462999990
"4578",West Pennant Hills_Highs Rd and Southwood Pl,1614476.91601999989
"4579",West Pennant Hills_Oakes Rd and Wildara Av,1464444.78624999989
"4527",Castle Hill_Hume Ave and Cecil Ave,127283.63452599999
"4532",Castle Hill Industrial Estate,697097.06179099996
"4534",Castle Hill_Hudson Av and Salisbury Rd,698413.17183300003
"4535",Castle Hill_Middleton Av and Dawes Av,531231.49843599997
"4539",Excelsior Primary School,1495791.51462000003
"4543",Castle Hill Showground,278547.35534399998
"4554",Castle Hill_Sherwin Ave and Whitling Ave,315337.02454600000
"4546",Castle Hill_Marymount Mercy Centre,796294.92796300002
"4548",Castle Hill_Westminister Dr and Windsor Ct,794979.99577499996
"4551",The Castle Hill Villages,476782.43271600001
"4499",Castle Hill_Cheltenham Cl and Winchcombe Pl,122032.39394200000
"4511",Castle Hill_Dewhurst Ave and Ulundri Dr,502531.71098899998
"4526",Castle Hill Library,147653.77656800000
"4528",Knightsbridge,1215167.27059999993
"4529",Castle Hill_Yaringa Road and Applecross Av,1657529.13816000009
"4530",Castle Hill High School,2114989.38230000017
"4531",Castle Hill_Old Castle Hill Rd and Tuckwell Rd,724001.15602600004
"4533",Castle Towers,125067.79357700000
"4544",Castle Hill Public School,193468.64729500000
"4536",Castle Mall,220941.72362199999
"4537",Castle Hill_Crane Rd and Cecil Av,846679.02360800002
"4538",Castle Hill_Greenup Park,398749.65479399997
"4540",Castle Hill_Gary St and Narelle Av,723601.00910699996
"4541",Castle Hill_Darcey Rd and Castlewood Dr,980181.41260899999
"4542",Castle Hill,950670.08287799999
"4569",Castle Hill_Kings Rd and Queens Ct,790708.86609100003
"4570",St Angelas Primary School,842500.49207100004
"4545",Appletree Shopping Centre,2724073.94525999995
"4547",Cherrybrook Village Shopping Centre,1044123.13453000004
"4549",Cherrybrook,1554428.42317999993
"4550",Cherrybrook Primary School,835671.99421200005
"4552",Cherrybrook_Boundary Rd and Cedarwood Dr,747700.59702600003
"4553",Tangara School,565146.38476100005
"4573",Cherrybook_Robert Road Park East,224369.40310699999
"4574",Cherrybook_Robert Road Park West,281169.33024400001
"4582",Cherrybook_Treetops Rd and Forest Cl,147554.54097700000
"4584",Cherrybook_Janice Pl and Dantic Pl,111530.22207500000
"4559",Kellyville_Riley T-Way,195221.14143100000
"4560",Kellyville_Old Windsor Rd and Memorial Ave_North,273129.32504600001
"4561",Bernie Mullane Sports Complex,910244.62588299997
"4562",Sherwood Ridge Primary,1745451.52963000000
"4563",Mclaughlin Bridge Kellyville,1164604.50674999994
"4564",Kellyville Primary School,851808.03003599995
"4565",Elizabeth Macarthur Park,522006.40327900002
"4566",Kellyville High School,1054874.20022000000
"4567",The Village Centre,919198.46842499997
"4568",Kellyville_Arnold Ave and Minorca Ave,684623.96254099999
"4571",Kellyville Christmas Tree Farm,176958.82941100001
"4572",Kellyville Memorial Park,384030.60157399997
"4580",Kellyville_Gracewood Retirement Village,382587.27294100000
"4581",Kellyville_Burns T-Way,202749.71609700000
"4583",Kellyville_Sandstock Way and New Holland Drive,410801.20833800000
"4585",Kellyville_Fairway Drive and Laura St,743624.43213500001
"4300",Maroota,115786726.29999999702
"4301",Cattai Homestead_historic,65812258.75150000304
"4302",Glenorie Shopping Centre,88808821.68340000510
"4303",Jackeroo Ranch Kenthurst,16364344.75339999981
"4304",Kenthurst Shopping Centre,24026225.61190000176
"4305",Middle Dural,12697598.27630000003
"4306",Annangrove,6290937.04444000032
"4307",Kenthurst,10711775.93400000036
"4308",Kenthurst Galleries,8078470.48713999987
"4309",Old Northern Gallery Dural,16758372.66090000048
"4310",Dural Mall Shopping Centre,4149393.20739000011
"4311",Dural_Hemers Rd and Quarry Rd,6525493.65194000024
"4312",Dural,824345.36019299994
"4315",Marramarra NP,102432521.43600000441
"4316",Vision Valley Conference Centre,65393080.11100000143
"4317",Galston Village Shopping Centre,23515589.28449999914
"4200",Colo Heights,1845262668.14000010490
"4201",Cumberland Reach,45307710.90590000153
"4202",Bilpin Reserve,265508786.78900000453
"4205",East Kurrajong,62806853.24769999832
"4206",Kurrajong,63633230.05390000343
"4207",Ebenezer,32746917.39420000091
"4208",Bells Line of Road Bilpin_North,43344743.01250000298
"4209",Glossodia,20316972.43870000169
"4210",Bells Line of Road Bilpin_South,17736625.75429999828
"4211",Wilberforce_Wilberforce Rd and King Rd,16071674.01239999942
"4212",Hawkesbury High School,19744232.84899999946
"4213",Kurrajong Public School,29603724.28539999947
"4214",Kuyper Christian School,25224456.87939999998
"4400",Pitt Town Village Shopping Centre,12206242.72309999913
"4401",Riverside Ski Park Cattai,21332762.00549999997
"4402",Pitt Town Lagoon,7093647.22903000005
"4403",Maraylya,11978154.26759999990
"4404",Mcgrath's Hill Shopping Centre,4144588.07275999989
"4405",Oakville Primary School,12617868.64709999971
"4406",Mulgrave Station,4365116.44610000029
"4407",Vineyard_Wallace Rd and Level Crossing Rd,5259806.57005000021
"4408",Vineyard_A-Vina Caravan Park,2401761.98031000001
"4423",Box Hill_Terry Rd_West,849980.95947799995
"4424",Box Hill_Red Gables Road,5047702.55771999992
"4425",Box Hill_Nelson Rural Fire Service,1196015.36495000008
"4426",Box Hill_Torrenson Place,1842861.49701999989
"4427",Nelson,4909195.80642000027
"4428",Box Hill_Kingston Park Equestrian Centre,1266616.12853000010
"4429",Box Hill_Killarney Practice Fairway,1203442.13186999992
"4430",Box Hill_Town Rd and Mason Rd,1768906.90455000009
"4431",Box Hill_Anthony Skarrat Reserve,1900371.85872999998
"4432",Rouse Hill Stp Sydney Water,2568838.31902999990
"4433",Nursery Industry Association Of Nsw Rouse Hill,1701011.64118000004
"4434",Kellyville,2276621.66429999983
"4435",Kellyville_Wellgate Av and Hermitage Cr,887310.43776300002
"4436",Rouse Hill High School,292365.29661800002
"4437",Kellyville_Dudley Reserve,689843.04952799994
"4438",Rouse Hill_Bara Way and Nuwi St,725800.48362299998
"4439",Kellyville_Foxall Rd and Kendall Pl,1527257.63672999991
"4440",Beaumont Hills Primary School,772353.71261299995
"4441",Beaumont Hills_Turkeys Nest Park,640360.30068600003
"4442",Beaumont Hills,844196.23357200006
"4443",Kellyville_Smalls Creek_North,2105592.51566000003
"4444",Rouse Hill Town Centre,328447.88663399999
"4449",Kellyville_Hills Adventist College,1259756.83578999992
"4100",Kings Park_Faulkland Cr and Madagascar Dr,1415065.18426000001
"4101",Blacktown Industrial Area_Northern End,1307729.99178999988
"4102",Blacktown_Garden St and Turner St,705591.42584100005
"4103",Blacktown Industrial Area_Southern End,1423864.08122000005
"4104",Blacktown_Harold St and Sackville St,925429.33686000004
"4105",Blacktown Station_North,123180.11124600000
"4106",Blacktown_Boyd St and Clifton St,350734.42338300002
"4107",Westpoint Centre_Blacktown Station_South,208049.73323700001
"4108",Patrician Brothers College,621601.28818000003
"4109",Blacktown District Hospital,435375.02171300002
"4110",Blacktown Mega Centre,89791.16450040000
"4111",Blacktown_Prince St and Second Ave,136261.73905900001
"4112",Blacktown City Council,217844.94602000000
"4113",Quakers Hill Shopping Complex,1662741.15329000005
"4114",Tallagandra Dr and Narcissus Ave,1065405.71999999997
"4115",Marayong Station_West,1134045.96769999992
"4116",John Paul Ii Senior High School,1408669.14671000000
"4117",Blacktown_Love St and Becharry Rd,865019.89246400003
"4118",Blacktown Showground,1233837.36874999991
"4132",Doonside High School,1821886.43177999998
"4133",Lake Woodcroft,821026.75534899998
"4134",Doonside Station_North,1641267.86406000005
"4135",Woodcroft,868627.79554800002
"4136",Doonside Station_South,1666471.98537999997
"4137",Doonside,818142.43245900003
"4138",Blacktown_Bungarribee Homestead Park,2255479.25392000005
"4140",Kings Langley Shopping Centre,1572510.83143000002
"4141",Kings Langley,1288422.38743999996
"4142",Solander Centre,799970.55459399999
"4143",Lalor Park_Wheeler St and Northcott Rd,1424731.80888999999
"4144",Lalor Park,1011398.13272999995
"4145",Seven Hills High School,1007495.10493999999
"4146",Seven Hills_Melody Gardens,824375.00149299996
"4147",Seven Hills_Barbara Bvd and Dulcie St,673916.31885200005
"4148",Seven Hills_Pioneer Park,569051.57911199995
"4149",Seven Hills Industrial Area,926352.91676099994
"4150",Seven Hills Station_North,443546.77626399999
"4151",Seven Hills Industrial Area_Eastern End,1236799.28276999993
"4154",Bert Oldfield Primary School,800359.91951100004
"4155",Seven Hills,1052519.32880000002
"4156",Seven Hills_Duncan Park,818935.30284200003
"4157",Toongabbie Station_West,885399.17799999996
"4158",Seven Hills_Columbia Rd and Vesuvius St,821459.18270300003
"4159",Toongabbie_Kura Park,750469.76798100001
"4160",Prospect,1349112.77074000007
"4161",Metella Rd Primary School,1598564.29804000002
"4162",Home Base Prospect,923038.80724600004
"4163",Prospect Nature Reserve,2182728.54430000018
"4125",Mitchell High School,867290.89842500002
"4126",Blacktown South Primary School,852384.02869299997
"4128",Blacktown_Pendant Av and Lancelot St,949079.95710999996
"4129",Nagle Girls High School,684713.98674600001
"4119",Blacktown_St Patricks Primary School,383842.90671900002
"4120",Blacktown_Brewongle Reserve,226888.46102700001
"4121",Blacktown_Athlone St and Monash Rd,792620.06697100005
"4122",Blacktown_Walters Rd and Newton Rd,664586.82978599996
"4123",Blacktown_Bellevue Park,628390.52435199998
"4124",Evans High School,1322301.30165000004
"4127",Blacktown_Highview St and Apex St,648417.19140400004
"3900",Parklea Markets,1483757.90989000001
"3901",Glenwood_Glenwood Park Dr and Malvern Rd,1195177.79737000004
"3902",Glenwood,1067407.75181000005
"3903",Glenwood_Northwest Bvd and Greenhill Dr,1362946.72607999993
"3905",Kellyville Ridge_Glenheath Park,348504.45994999999
"3906",Castlebrook Lawn Cemetery and Crematorium,640646.27108800004
"3907",The Ponds,1340275.04000000004
"3908",Kellyville Ridge_Fyfe Rd and Braemont Av,789203.54911300004
"3909",Kellyville Ridge Public School,677073.38189299998
"3910",Newbury,607065.17950299999
"3911",The Ponds_Paddock St and Avon St,398681.00746400002
"3912",Kellyville Ridge_Cardinale St and Bruton Ave,895988.61638699996
"3913",Stanhope_Gardens Rothbury Tce and Newbury Av,802477.86446399998
"3914",Newbury_Fairholme Reserve,449918.85400599998
"3915",Stanhope Gardens,1037488.81264999998
"3916",Parklea Maximum Security Prison,602402.33388000005
"3917",Parklea_Davison Reserve,347609.41107099998
"3919",The Ponds_Waterfall Park,857805.87566799996
"3918",The Ponds High School,800675.94702099997
"3931",Riverstone_Richmond Road North,3375275.51487000007
"3933",Vineyard Public School,1157725.62647000002
"3934",Riverstone Sewage Treatment Plant,1473746.31750999996
"3935",Riverstone_Victoria St and Hamilton St,2548408.85931999981
"3936",Riverstone_Wianamatta Creek,4182937.78765999991
"3937",Riverstone_North of Station,1324034.80035999999
"3938",Riverstone_Garfield Rd and Clarke St,2565221.33786999993
"3939",Proposed Rouse Hill Regional Park,1633721.14226000011
"3940",Riverstone Station_East,1090127.51612999989
"3941",Riverstone High School,1493389.97579999990
"3942",Riverstone_Cleveland Road and Farm Road,3163275.48591999989
"3943",Rouse Hill Regional Park,1570572.84951000009
"3944",Riverstone Public School,931253.89860700001
"3945",Riverstone Cemetery,1164702.07071999996
"3946",Riverstone_McCulloch St and Cranbourne St,1532359.18555000005
"3947",Marsden Park_Wianamatta Creek,2229154.47134999977
"3948",Rouse Hill_Tallawong Rd and Macquarie Rd,779871.35545300005
"3949",Vinegar Hill,774216.03199599998
"3950",Marsden Park_Clydesdale Dairy,2937935.64347000001
"3951",Riverstone,1720157.64167000004
"3952",Schofields_Boundary Rd and Gordon Rd,645806.46126100002
"3953",Schofields Park,1480340.17066000006
"3954",Marsden Park Public School,898091.37517200003
"3955",Schofields_Vine St East and Carnarvon Rd,1177074.20375000010
"3956",Marsden Park,4166714.35166999977
"3957",Schofields_St Josephs,1232822.15983000002
"3958",Schofields_Pelican Rd and Burdekin Rd,1406143.95491999993
"3959",Schofields_St Josephs catholic Primary School,1133364.29224000010
"3960",Schofields_Fire Station,680997.10838500003
"3961",Glengarrie Trial Track,2024807.29682000005
"3962",Blacktown Equestrian Centre,1852527.64336999995
"3963",Schofields_New Station,956691.79653299996
"3964",Grange Avenue Reserve,2356942.97263000021
"3965",Shanes Park_Shane Park Rd and Whites Rd,3158656.40795999998
"3966",Shanes Park_AirServices Australia,2742560.51921000006
"3967",Shanes Park,2834355.44737000018
"3968",Marsden Park_Al-Masjid Bait-Ul Huda Mosque,4900785.94294000044
"3969",Former Schofields Aerodrome,1396254.62501999992
"3970",Stonecutters Ridge Golf Course,3410977.99583999999
"3971",Rouse Hill_Tallawong Rd and Guntawong Rd,715030.85834100004
"3972",Rouse Hill_Gordon Rd and Oak St,680066.79423999996
"3973",Rouse Hill_Bella Parade and Barbola St,309722.56661400001
"3974",Schofields_First Ponds Creek,665678.15865400003
"3930",Acacia Gardens_Waite Reserve,944898.04973500001
"3920",Hambledon Primary School,1160256.81395000010
"3921",Quakers Hill,881270.74079099996
"3922",Quakers Hill Park,826776.14188999997
"3923",Barnier Primary School,664211.80303499999
"3924",Paterson Res,825784.83479200001
"3925",University of Western Sydney,947178.47269700002
"3926",Quakers Hill Station,988798.58452899999
"3927",Quakers Hill Plaza,502333.05152699997
"3928",Quakers Hill_Greenhalgh Reserve,444893.87908599997
"3929",Acacia Gardens_Corbin Reserve,511789.49117900000
"4000",Bidwill High School,1510036.32603999996
"4001",Blackett,1061254.13482000004
"4002",Blackett Heights Reserve,670757.31945800001
"4003",Emerton Village Shopping Centre,894063.39352799999
"4004",Mount Druitt High School,939904.22800500004
"4005",Hebersham Primary School,1007228.22126000002
"4008",Dean Park Shopping Centre,1568088.40498999995
"4009",Glendenning Public School,712225.19879399997
"4010",Glendenning,716622.67692400003
"4011",Blacktown City Canine Centre,1243926.27214000002
"4012",Glendenning Industrial Area_Glendenning Rd and Kilto Cr,892587.73173799994
"4015",Hassall Grove Plaza,1218294.00221000006
"4016",Oakhurst_Hanna Reserve,836755.20403699996
"4017",Oakhurst,805211.14250900003
"4018",Oakhurst_Sir Douglas Mawson Reserve,381112.75424699998
"4019",Plumpton Market Place,1300137.10568000004
"4020",Alroy House Plumpton,881562.55382000003
"4021",Plumpton Park,770947.41887299996
"4024",Willmot,1267627.76185999997
"4025",Ropes Crossing,3421878.70073000016
"4026",Shalvey High School,1226563.60639000009
"4027",St Marys_Susannah Dr and Pulley Dr,2071212.82074000011
"4028",Lethbridge Park,1620633.53753999993
"4029",Tregear,1638581.90495999996
"4032",Whalan Primary School,1127603.38433000003
"4033",Whalan High School,1701886.17938000010
"4034",Mount Druitt_North,661900.77051299997
"4035",Mount Druitt_South,592596.52570600004
"4036",Cumberland Industries,595982.89330300002
"4037",Westfield_Mt Druitt Station_North,567030.03206799994
"4038",Mount Druitt Hospital _ TAFE,468421.37456199998
"4039",Mount Druitt_Mount Druitt Rd and Durham St,1500959.08577000001
"4040",Mount Druitt Station_South,1452367.04043000005
"4043",Arndell Park,1975819.09309999994
"4044",Huntingwood Industrial Area,1720258.45411000005
"4045",Hanson Wallgrove Quarry,11242312.29939999990
"4046",Eastern Creek Raceway,10660810.67349999957
"4047",Prospect Reservoir,5037222.41755000036
"4048",Rooty Hill_Hamrun Circuit and Willis St,674630.18894200004
"4049",Rooty Hill,884146.60501699999
"4050",Glendenning Industrial Area_Southern End,929978.97786900005
"4051",Rooty Hill Station_North,1133008.77649000008
"4052",Rooty Hill Station_South,833008.35252399999
"4053",Minchinbury Community Hospital,983962.62003700004
"4054",St Agnes Girls High School,1151350.98136000009
"4055",Blacktown Olympic Park,2257326.54492999986
"4056",Minchinbury_Hometown,1611620.01022999990
"4057",Minchinbury Shopping Centre,848686.07319000002
"4058",Minchinbury Sports Ground,807514.73001900001
"4059",Animal Quarantine Station Minchinbury,910076.89141200006
"4060",Eastern Creek_Pikes Lane,1572247.58434999990
"400",Orica Australia,1386676.05388000002
"401",Discovery Cove Industrial Park,1173102.38161000004
"402",Caltex Sydney Terminal,802674.75168800005
"405",Sir Joseph Banks Corporate Park,655251.37619600003
"406",Botany William St,409999.88608899998
"407",Port Air Industrial Estate,637552.17958300002
"408",Botany Industrial Area,1721738.65922000003
"409",Mascot_Ricketty St,454663.31942199997
"410",Mascot_Qantas HO,305741.99478800001
"411",Mascot Station,298564.44738700002
"412",Rosebery_Gardeners Rd and Sutherland St,460963.41911299998
"413",Eastlakes Shopping Centre,383147.38689500000
"414",Mascot_Public School,583161.68332800001
"415",Eastlakes Public School,327414.41865599999
"416",J J Cahill Memorial High School,466210.43894399999
"417",The Lakes Golf Course,2675453.35369999986
"418",Mascot_Carinya Ave,199624.37128200001
"420",Marist College High School,487078.36313000001
"421",Bonnie Doon Golf Club,939991.74122199998
"422",Pagewood_Wentworth Av and Page St,604707.96445900004
"423",Eastgardens Shopping Centre,112150.75205800000
"424",South Point Shopping Centre,512005.40729399998
"425",Matraville Public School,269583.88602300000
"426",Pagewood Green,188026.46528700000
"428",Port Botany Business Park_West,347360.44341399998
"429",Military Rd,1273071.43553999998
"430",Port Botany_Southern Container Terminal,1178896.19436000008
"433",Sydney Domestic Airport,3301122.99868999980
"434",Sydney International Airport,2217937.16129999980
"435",Sydney Airport_Runway,3375902.15350000001
"300",Enmore_Perry St and Cowper St,287447.35699599999
"301",Wilkins Primary School,387928.82788599998
"302",Marrickville Park,360401.20723300002
"303",Marrickville Metro,339404.49005000002
"304",Marrickville High School,455644.58406000002
"305",Sydney Steel,804519.22749600001
"306",St Marouns College,266719.76295599999
"307",Marrickville St Brigid Catholic Church,202922.43611400001
"308",Dulwich Hill_Ewart St and Osgood Ave,332045.90278700000
"309",Sydenham Station_West,446654.51515200001
"310",Marrickville Station_South,324160.10235599999
"311",Marrickvile Golf Club,628718.33312700002
"312",Marrickville_Hampden Av and Day St,272911.10032500001
"313",Tempe Station_West,369403.12882899999
"314",Marrickville Station_North,174219.30353000000
"315",Marrickville_McNeilly Park,149176.34333100001
"316",Stanmore_Northumberland Av and Great Western Hwy,298312.90299500001
"317",Petersham Station_North,499329.47756600002
"318",Lewisham Station_North,234728.24671499999
"319",Stanmore Station_North,381332.55069000000
"320",Stanmore Station_South,403021.00133599999
"321",Petersham Station_South,542398.87589499995
"322",Newtown_Belmore St and London St,109466.86167100001
"323",Petersham_Wardell Rd and Morgan St,187703.88836400001
"324",Enmore_Wemyss St and Harrington St,171806.89791999999
"325",Newtown_Sydney Institute Design Centre,169282.38773799999
"328",St Peters Station_South,244535.49985200001
"329",St Peters_Greenway and Banks Estate,464058.76970599999
"330",Burrows Industrial Estate,465036.49835600000
"331",Sydenham Station_East,509351.89146000001
"332",Cooks River Rail Freight Terminal,552961.42396100005
"333",Tempe Station_East,415004.73011300003
"334",Salvation Army Tempe,1196198.99836999993
"175",National Art School,54079.37649110000
"176",Australian Museum Darlinghurst,44556.35581470000
"177",Darlinghurst_College La and Francis St,7837.56208128000
"178",SCEGGS_Darlinghurst,150101.89371800001
"179",Darlinghurst Rd and William St,103746.99770599999
"180",Belvedere Bridge Darlinghurst,195724.38376100000
"181",Marriott Hotel,8356.21778222000
"182",St Vincent's Caritas Centre,96565.14795340000
"183",St Vincent's Hospital,109892.86444999999
"184",Darlinghurst_Little Oxford St and Crown St,37771.28775070000
"185",Paddington_Flinders St and Taylor St,46879.10725310000
"253",Erskineville South,81151.13158840001
"254",Macdonaldtown Station_South,83338.53876490000
"255",Erskineville Station_West,98362.93557640001
"256",Erskineville Station_East,214555.23939300000
"257",Alexandria,153909.55146100000
"258",Cleveland Street High School,333521.51918900001
"259",Erskineville_Rochford St and Macdonald St,142567.73358100001
"260",Erskineville,192649.89945200001
"261",Alexandria_Lawrence St and Maddox St,232287.64271700001
"262",Alexandria_Mandible St and Wyndham St,306073.32696400001
"263",Sydney Park Business Centre,274743.58152800001
"264",Beaconsfield Industrial Area_Green Square Station,223836.18910300001
"265",CSR Concrete Plant,730290.70625199995
"266",Alexandria Industrial Area,805396.88119600003
"267",Alexandria_Eastern Suburbs Mail Centre,439773.87841900002
"226",Blackwattle Bay Park_Glebe,160810.35512800000
"227",Harold Park_Jubilee Park_Glebe,399240.73665199999
"228",Wentworth Park,490216.23717099999
