TZ16_CODE,TZ16_NAME,Tz16_Area,TZprojecti,TZprojec_1,TZprojec_2,TZprojec_3,TZprojec_4,TZprojec_5,TZprojec_6,TZprojec_7,TZprojec_8,TZprojec_9,TZprojec10,TZprojec11,TZprojec12,TZprojec13,TZprojec14,TZprojec15,TZprojec16,TZprojec17,TZprojec18,TZprojec19,TZprojec20,TZprojec21,TZprojec22,TZprojec23,TZprojec24,TZprojec25,TZprojec26,TZprojec27,TZprojec28,TZprojec29,TZprojec30,TZprojec31,TZprojec32,TZprojec33,TZprojec34,TZprojec35,TZprojec36,TZprojec37,TZprojec38,TZprojec39,LOC_PID,NSW_LOCA_2,LGA_CODE16,LGA_NAME16,Split_id
2543,Punchbowl Station,326257.8914,Punchbowl Station,Punchbowl,119021366,11366,Canterbury,11902,Sydney - Inner South West,119,Canterbury-Bankstown (A),11570,Greater Sydney,1GSYD,South,Residential,32.68331763,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,707","2,793","3,236","4,293","5,403","5,528","5,704","5,897","6,192",690,723,820,896,970,"1,017","1,064","1,109","1,164",NSW3300,PUNCHBOWL,11570,Canterbury-Bankstown (A),486
2544,Punchbowl_James St and Lancaster Av,436663.869,Punchbowl_James St and Lancaster Av,Punchbowl,119021366,11366,Canterbury,11902,Sydney - Inner South West,119,Canterbury-Bankstown (A),11570,Greater Sydney,1GSYD,South,Residential,43.74332848,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,051","2,141","2,238","2,337","2,425","2,531","2,655","2,808","2,936",150,160,180,195,210,220,230,240,251,NSW3300,PUNCHBOWL,11570,Canterbury-Bankstown (A),486
2545,Punchbowl Primary School,540666.7753,Punchbowl Primary School,Punchbowl,119021366,11366,Canterbury,11902,Sydney - Inner South West,119,Canterbury-Bankstown (A),11570,Greater Sydney,1GSYD,South,Residential,54.16193339,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,203","2,328","2,456","2,686","2,966","3,548","3,992","4,304","4,539",313,339,386,425,461,484,508,531,557,NSW3300,PUNCHBOWL,11570,Canterbury-Bankstown (A),486
2546,George Cayley Reserve,491675.9738,George Cayley Reserve,Punchbowl,119021366,11366,Canterbury,11902,Sydney - Inner South West,119,Canterbury-Bankstown (A),11570,Greater Sydney,1GSYD,South,Residential,49.2540778,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,217","3,302","3,335","3,359","3,382","3,431","3,503","3,627","3,795",2,2,3,3,3,3,3,3,3,NSW3300,PUNCHBOWL,11570,Canterbury-Bankstown (A),486
2547,Punchbowl Industrial Complex,290622.4475,Punchbowl Industrial Complex,Punchbowl,119021366,11366,Canterbury,11902,Sydney - Inner South West,119,Canterbury-Bankstown (A),11570,Greater Sydney,1GSYD,South,Industrial,29.11335769,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3,669,679,679,679,679,679,680,715,755,786,818,846,885,907,933,966,"1,005",NSW3300,PUNCHBOWL,11570,Canterbury-Bankstown (A),486
2548,Whitmarsh Park,709482.295,Whitmarsh Park,Punchbowl,119021366,11366,Canterbury,11902,Sydney - Inner South West,119,Canterbury-Bankstown (A),11570,Greater Sydney,1GSYD,South,Residential,71.07293815,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,261","2,928","2,951","2,960","2,971","3,016","3,076","3,177","3,329",468,476,486,491,516,531,546,561,581,NSW3300,PUNCHBOWL,11570,Canterbury-Bankstown (A),486
2551,St Charbels College,470026.7405,St Charbels College,Punchbowl,119021366,11366,Canterbury,11902,Sydney - Inner South West,119,Canterbury-Bankstown (A),11570,Greater Sydney,1GSYD,South,Residential,47.08567432,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,537","2,621","2,802","3,179","3,603","4,161","4,657","5,065","5,344",551,594,685,758,827,871,918,964,"1,012",NSW3300,PUNCHBOWL,11570,Canterbury-Bankstown (A),486
2557,Punchbowl_Warren Parade,261327.9138,Punchbowl_Warren Parade,Punchbowl,119021366,11366,Canterbury,11902,Sydney - Inner South West,119,Canterbury-Bankstown (A),11570,Greater Sydney,1GSYD,South,Residential,26.17883068,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,817","1,875","2,172","2,881","3,626","3,711","3,829","3,958","4,156",16,16,19,20,22,23,24,25,26,NSW3300,PUNCHBOWL,11570,Canterbury-Bankstown (A),486
4949,Kingswood Station_North,872648.9405,Kingswood Station_North,Kingswood - Werrington,124031462,11462,Penrith,12403,Sydney - Outer West and Blue Mountains,124,Penrith (C),16350,Greater Sydney,1GSYD,West,Residential,87.4239945,Stage 1,GIC_2,0,Kingswood and Werrington,Established,Kingswood and Werrington,Kingswood and Werrington,"1,682","1,717","1,794","1,878","1,946","2,000","2,062","2,135","2,208",941,"1,035","1,194","1,330","1,440","1,539","1,647","1,787","1,932",NSW2186,KINGSWOOD,16350,Penrith (C),487
4951,Kingswood Station_South,405744.098,Kingswood Station_South,Kingswood - Werrington,124031462,11462,Penrith,12403,Sydney - Outer West and Blue Mountains,124,Penrith (C),16350,Greater Sydney,1GSYD,West,Hospital/Medical,40.64836648,0,GIC_2,0,Kingswood and Werrington,Established,Kingswood and Werrington,Kingswood and Werrington,875,"1,417","1,979","2,179","2,319","2,437","2,578","2,745","2,914","3,579","3,861","4,216","4,705","5,258","6,046","6,878","7,782","8,775",NSW2186,KINGSWOOD,16350,Penrith (C),487
4952,Kingswood,1006129.129,Kingswood,Kingswood - Werrington,124031462,11462,Penrith,12403,Sydney - Outer West and Blue Mountains,124,Penrith (C),16350,Greater Sydney,1GSYD,West,Parkland,100.7961923,Stage 1,GIC_2,0,Kingswood and Werrington,Established,Kingswood and Werrington,Kingswood and Werrington,"2,184","2,646","2,901","3,090","3,331","3,366","3,406","3,454","3,502",538,596,595,681,765,834,933,"1,048","1,167",NSW2186,KINGSWOOD,16350,Penrith (C),487
4954,Kingswood High School,1549581.584,Kingswood High School,Kingswood - Werrington,124031462,11462,Penrith,12403,Sydney - Outer West and Blue Mountains,124,Penrith (C),16350,Greater Sydney,1GSYD,West,Residential,155.2400785,0,GIC_2,0,Kingswood and Werrington,Established,Kingswood and Werrington,Kingswood and Werrington,"3,842","4,048","4,220","4,362","4,489","4,676","4,891","5,143","5,396",548,597,639,706,776,859,943,"1,041","1,144",NSW2186,KINGSWOOD,16350,Penrith (C),487
4959,Kingswood_Statfford St and Somerset St,285253.6737,Kingswood_Statfford St and Somerset St,Kingswood - Werrington,124031462,11462,Penrith,12403,Sydney - Outer West and Blue Mountains,124,Penrith (C),16350,Greater Sydney,1GSYD,West,Residential,28.57731848,0,GIC_2,0,Kingswood and Werrington,Established,Kingswood and Werrington,Kingswood and Werrington,925,"1,498","2,093","2,304","2,452","2,577","2,725","2,903","3,082",752,811,886,989,"1,105","1,271","1,445","1,636","1,844",NSW2186,KINGSWOOD,16350,Penrith (C),487
3298,Campbelltown Golf Club,1425102.892,Campbelltown Golf Club,Rosemeadow - Glen Alpine,123021444,11444,Campbelltown (NSW),12302,Sydney - Outer South West,123,Campbelltown (C) (NSW),11500,Greater Sydney,1GSYD,South West,Residential,142.7515205,Remainder,0,0,0,Established,Established,Established_Campbelltown (C) (NSW),"2,584","2,642","2,766","2,867","3,008","3,434","3,954","4,562","5,174",244,249,270,283,297,306,312,326,341,NSW1662,GLEN ALPINE,11500,Campbelltown (C) (NSW),488
3301,Glen Alpine,1460579.979,Glen Alpine,Rosemeadow - Glen Alpine,123021444,11444,Campbelltown (NSW),12302,Sydney - Outer South West,123,Campbelltown (C) (NSW),11500,Greater Sydney,1GSYD,South West,Residential,146.3046467,Remainder,0,0,0,Established,Established,Established_Campbelltown (C) (NSW),"3,383","3,474","3,684","3,859","4,102","4,849","5,758","6,819","7,889",197,209,225,237,251,262,270,289,306,NSW1662,GLEN ALPINE,11500,Campbelltown (C) (NSW),488
4008,Dean Park Shopping Centre,1568088.405,Dean Park Shopping Centre,Glendenning - Dean Park,116031314,11314,Mount Druitt,11603,Sydney - Blacktown,116,Blacktown (C),10750,Greater Sydney,1GSYD,West Central,Residential,157.0957742,0,0,0,0,Established,Established,Established_Blacktown (C),"3,338","3,429","3,481","3,515","3,554","3,585","3,614","3,637","3,665",357,360,383,393,429,460,493,524,558,NSW1235,DEAN PARK,10750,Blacktown (C),489
3655,Leppington_Bringelly Rd and Eastwood Rd,1693353.883,Leppington_Bringelly Rd and Eastwood Rd,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,169.6318223,Remainder,GIC_1,Leppington North,Leppington North,Greenfield,SWGA,Leppington North,143,330,794,"1,393","2,243","2,730","3,048","3,232","3,417",83,209,274,"1,119","2,373","2,678","3,489","3,925","4,453",NSW2328,LEPPINGTON,11450,Camden (A),490
3658,Leppington Public School,1770678.833,Leppington Public School,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,177.37765,Remainder,GIC_1,Leppington North,Leppington North,Greenfield,SWGA,Leppington North,377,841,"1,869","3,171","5,010","6,064","6,753","7,151","7,551",169,905,"1,201","1,441","2,083","3,121","4,053","4,419","4,926",NSW2328,LEPPINGTON,11450,Camden (A),490
3660,Leppington_St Marys Catholic Church,1412361.291,Leppington_St Marys Catholic Church,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,141.4830773,Remainder,0,0,Leppington Stage 1,Greenfield,SWGA,Leppington Stage 1,207,696,"1,922","3,978","5,547","6,448","7,038","7,381","7,725",56,74,112,130,253,482,498,520,579,NSW2328,LEPPINGTON,11450,Camden (A),490
3663,Leppington_Anthony Rd and Gregory Rd,2009894.518,Leppington_Anthony Rd and Gregory Rd,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,201.3402292,Remainder,0,0,Catherine Fields North,Greenfield,SWGA,Catherine Fields North,163,192,205,698,"1,496","1,950","2,244","2,410","2,577",70,67,73,80,87,91,93,99,108,NSW2328,LEPPINGTON,11450,Camden (A),490
3664,Rossmore_Joseph Rd and Eastwood Rd,2136965.79,Rossmore_Joseph Rd and Eastwood Rd,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,214.0697831,Remainder,0,0,Catherine Fields North,Greenfield,SWGA,Catherine Fields North,347,390,409,"1,331","2,824","3,677","4,234","4,554","4,876",74,71,77,85,92,96,98,104,114,NSW2328,LEPPINGTON,11450,Camden (A),490
3665,Leppington_Dog Training Centre,1299911.934,Leppington_Dog Training Centre,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,130.2182493,0,0,0,Leppington-Stages 2-5,Greenfield,SWGA,Leppington Stages 2-5,222,265,548,"1,489","2,563","3,177","3,578","3,809","4,042",51,50,56,62,69,74,75,77,85,NSW2328,LEPPINGTON,11450,Camden (A),490
3666,Leppington_Byron Rd and Heath Rd,1048307.655,Leppington_Byron Rd and Heath Rd,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,105.0136439,Remainder,0,0,Leppington Stage 1,Greenfield,SWGA,Leppington Stage 1,109,454,"1,201","2,125","2,579","2,840","3,013","3,114","3,216",41,41,46,51,56,60,61,63,69,NSW2328,LEPPINGTON,11450,Camden (A),490
3670,Leppington_Camden Valley Way and Park Rd,1154863.596,Leppington_Camden Valley Way and Park Rd,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,115.6875145,0,0,0,Leppington-Stages 2-5,Greenfield,SWGA,Leppington Stages 2-5,133,199,635,"2,082","3,734","4,678","5,295","5,651","6,009",40,40,45,50,55,59,60,62,69,NSW2328,LEPPINGTON,11450,Camden (A),490
3674,Leppington_Somoan Methodist Church,1448990.136,Leppington_Somoan Methodist Church,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,145.1513258,0,0,0,Catherine Fields North,Greenfield,SWGA,Catherine Fields North,240,314,346,"1,279","2,788","3,650","4,212","4,535","4,860",50,48,52,58,62,65,68,73,80,NSW2328,LEPPINGTON,11450,Camden (A),490
3675,Leppington_George Rd and Riley Rd,1963485.999,Leppington_George Rd and Riley Rd,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,196.6901161,0,0,0,Catherine Fields North,Greenfield,SWGA,Catherine Fields North,278,344,372,"1,276","2,737","3,572","4,117","4,430","4,745",68,65,71,79,85,89,87,89,97,NSW2328,LEPPINGTON,11450,Camden (A),490
3676,Leppington_Camden Valley Way and St Andrews Rd,2474032.249,Leppington_Camden Valley Way and St Andrews Rd,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Primary Production,247.8322916,0,0,0,East Leppington,Greenfield,SWGA,East Leppington,"1,270","4,068","7,458","9,115","9,549","9,808","9,989","10,104","10,216",263,293,379,458,556,615,623,647,743,NSW2328,LEPPINGTON,11450,Camden (A),490
3656,Leppington_Forest Lawn Gardens,2765631.73,Leppington_Forest Lawn Gardens,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Primary Production,277.0469703,0,GIC_1,Leppington North,Leppington North,Greenfield,SWGA,Leppington North,116,588,"1,934","3,225","4,640","4,859","4,837","4,607","4,375",133,145,190,231,307,373,399,446,490,NSW2328,LEPPINGTON,14900,Liverpool (C),492
4302,Glenorie Shopping Centre,88808821.68,Glenorie Shopping Centre,Dural - Kenthurst - Wisemans Ferry,115021297,11297,Dural - Wisemans Ferry,11502,Sydney - Baulkham Hills and Hawkesbury,115,The Hills Shire (A),17420,Greater Sydney,1GSYD,West Central,Parkland,8897.493998,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,791","2,936","2,982","3,006","3,037","3,144","3,296","3,479","3,556","1,058","1,065","1,065","1,111","1,173","1,238","1,309","1,367","1,431",NSW1691,GLENORIE,17420,The Hills Shire (A),494
257,Alexandria,153909.5515,Alexandria,Erskineville - Alexandria,117031330,11330,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Residential,15.41825635,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,465","1,475","1,476","1,478","1,481","1,484","1,488","1,493","1,498",312,337,348,371,391,414,436,457,477,NSW30,ALEXANDRIA,17200,Sydney (C),497
258,Cleveland Street High School,333521.5192,Cleveland Street High School,Erskineville - Alexandria,117031330,11330,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Residential,33.41131242,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,634","2,795","2,822","2,873","2,878","2,886","2,896","2,909","2,923","1,578","1,692","1,736","1,833","1,926","2,024","2,121","2,206","2,289",NSW30,ALEXANDRIA,17200,Sydney (C),497
261,Alexandria_Lawrence St and Maddox St,232287.6427,Alexandria_Lawrence St and Maddox St,Erskineville - Alexandria,117031330,11330,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Residential,23.26992358,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,560","2,783","2,819","2,879","2,891","2,911","2,936","2,965","2,997",577,617,630,668,703,738,774,807,835,NSW30,ALEXANDRIA,17200,Sydney (C),497
262,Alexandria_Mandible St and Wyndham St,306073.327,Alexandria_Mandible St and Wyndham St,Erskineville - Alexandria,117031330,11330,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Industrial,30.661563,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,193","1,199","1,252","1,374","1,427","1,502","1,585","1,676","1,776","3,197","3,433","3,478","3,649","3,800","3,939","4,069","4,170","4,273",NSW30,ALEXANDRIA,17200,Sydney (C),497
263,Sydney Park Business Centre,274743.5815,Sydney Park Business Centre,Erskineville - Alexandria,117031330,11330,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Industrial,27.52300648,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0,0,7,123,319,516,714,918,"1,142","2,217","2,367","2,413","2,531","2,631","2,740","2,842","2,926","3,015",NSW30,ALEXANDRIA,17200,Sydney (C),497
264,Beaconsfield Industrial Area_Green Square Station,223836.1891,Beaconsfield Industrial Area_Green Square Station,Erskineville - Alexandria,117031330,11330,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,22.42324439,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0,27,29,67,139,217,296,380,471,"3,109","3,274","3,320","3,476","3,607","3,726","3,848","3,955","4,057",NSW30,ALEXANDRIA,17200,Sydney (C),497
265,CSR Concrete Plant,730290.7063,CSR Concrete Plant,Erskineville - Alexandria,117031330,11330,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Parkland,73.15826229,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,31,34,155,159,169,209,257,317,318,"2,211","2,410","2,431","2,526","2,609","2,689","2,763","2,824","2,883",NSW30,ALEXANDRIA,17200,Sydney (C),497
266,Alexandria Industrial Area,805396.8812,Alexandria Industrial Area,Erskineville - Alexandria,117031330,11330,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Industrial,80.68203407,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0,9,10,22,46,71,97,125,155,"7,520","8,036","8,172","8,552","8,861","9,201","9,533","9,806","10,071",NSW30,ALEXANDRIA,17200,Sydney (C),497
267,Alexandria_Eastern Suburbs Mail Centre,439773.8784,Alexandria_Eastern Suburbs Mail Centre,Erskineville - Alexandria,117031330,11330,Sydney Inner City,11703,Sydney - City and Inner South,117,Sydney (C),17200,Greater Sydney,1GSYD,Central,Industrial,44.0550976,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,772,844,989,"1,001","1,031","1,066","1,103","1,143","1,186","5,665","6,039","6,137","6,399","6,612","6,822","7,026","7,191","7,354",NSW30,ALEXANDRIA,17200,Sydney (C),497
3116,Narellan_Elizabeth Scott Reserve,1459247.899,Narellan_Elizabeth Scott Reserve,Elderslie - Harrington Park,123011434,11434,Camden,12301,Sydney - Outer South West,123,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,146.1738399,0,0,0,0,Established,Spring Farm,Spring Farm,"2,074","2,821","3,936","4,255","4,398","4,525","4,597","4,644","4,688",263,311,347,374,406,516,640,823,984,NSW1408,ELDERSLIE,11450,Camden (A),498
3117,Elderslie High School,2860758.952,Elderslie High School,Elderslie - Harrington Park,123011434,11434,Camden,12301,Sydney - Outer South West,123,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,286.5630176,0,0,0,0,Established,Camden,Camden,"4,077","4,272","4,630","4,867","5,155","6,225","7,377","8,521","9,675",574,652,720,769,829,"1,076","1,361","1,776","2,145",NSW1408,ELDERSLIE,11450,Camden (A),498
4700,Colo High School,15121110.19,Colo High School,Richmond - Clarendon,124041466,11466,Richmond - Windsor,12404,Sydney - Outer West and Blue Mountains,124,Hawkesbury (C),13800,Greater Sydney,1GSYD,West,Primary Production,1514.938961,0,0,0,0,Rural,Rural,Rural_Hawkesbury (C),842,917,919,928,950,955,960,966,971,340,340,343,349,357,376,393,411,437,NSW3030,NORTH RICHMOND,13800,Hawkesbury (C),499
4702,Richmond North Public School,6955517.019,Richmond North Public School,Richmond - Clarendon,124041466,11466,Richmond - Windsor,12404,Sydney - Outer West and Blue Mountains,124,Hawkesbury (C),13800,Greater Sydney,1GSYD,West,Other,696.8499875,0,0,0,0,Rural,Rural,Rural_Hawkesbury (C),"4,282","4,860","5,061","5,308","5,421","5,545","5,669","5,804","5,939","1,896","1,899","1,913","1,948","1,996","2,099","2,193","2,293","2,443",NSW3030,NORTH RICHMOND,13800,Hawkesbury (C),499
2119,Northern Beaches Secondary College,559746.2981,Northern Beaches Secondary College,Dee Why - North Curl Curl,122031426,11426,Warringah,12203,Sydney - Northern Beaches,122,Northern Beaches (A),15990,Greater Sydney,1GSYD,North,Residential,56.07658631,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,876","1,894","1,906","1,911","1,913","1,940","1,965","1,988","2,029",699,734,742,789,845,897,945,986,"1,028",NSW3014,NORTH CURL CURL,15990,Northern Beaches (A),505
2120,North Curl Curl Beach,585467.8164,North Curl Curl Beach,Dee Why - North Curl Curl,122031426,11426,Warringah,12203,Sydney - Northern Beaches,122,Northern Beaches (A),15990,Greater Sydney,1GSYD,North,Residential,58.65339933,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,232","2,248","2,256","2,259","2,261","2,295","2,326","2,352","2,401",279,293,303,321,344,365,383,398,413,NSW3014,NORTH CURL CURL,15990,Northern Beaches (A),505
2011,Ingleside_Lane Cove Rd and Walter Rd,2593969.002,Ingleside_Lane Cove Rd and Walter Rd,Bayview - Elanora Heights,122021421,11421,Pittwater,12202,Sydney - Northern Beaches,122,Northern Beaches (A),15990,Greater Sydney,1GSYD,North,Residential,259.8759123,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,381,575,690,"1,076","1,529","1,349","1,199","1,348","1,659",95,101,108,116,125,133,141,146,152,NSW2000,INGLESIDE,15990,Northern Beaches (A),506
