Area,Data type,Year,Number,Unnamed: 4,LGA
Rhodes,Total Population,2030,17408,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Rhodes,Total Population,2031,17813,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Rhodes,Total Population,2032,18212,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Rhodes,Total Population,2033,18606,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Rhodes,Total Population,2034,19061,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Rhodes,Total Population,2035,19518,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Rhodes,Total Population,2036,20031,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Russell Lea - Rodd Point,Total Population,2016,6641,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Russell Lea - Rodd Point,Total Population,2017,6616,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Russell Lea - Rodd Point,Total Population,2018,6627,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Russell Lea - Rodd Point,Total Population,2019,6634,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Russell Lea - Rodd Point,Total Population,2020,6646,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Russell Lea - Rodd Point,Total Population,2021,6651,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Russell Lea - Rodd Point,Total Population,2022,6650,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Russell Lea - Rodd Point,Total Population,2023,6663,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Russell Lea - Rodd Point,Total Population,2024,6670,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Russell Lea - Rodd Point,Total Population,2025,6673,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Russell Lea - Rodd Point,Total Population,2026,6681,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Russell Lea - Rodd Point,Total Population,2027,6677,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Russell Lea - Rodd Point,Total Population,2028,6678,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Russell Lea - Rodd Point,Total Population,2029,6674,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Russell Lea - Rodd Point,Total Population,2030,6679,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Russell Lea - Rodd Point,Total Population,2031,6683,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Russell Lea - Rodd Point,Total Population,2032,6684,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Russell Lea - Rodd Point,Total Population,2033,6688,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Russell Lea - Rodd Point,Total Population,2034,6691,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Russell Lea - Rodd Point,Total Population,2035,6696,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Russell Lea - Rodd Point,Total Population,2036,6702,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield (Strathfield LGA),Total Population,2016,18521,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield (Strathfield LGA),Total Population,2017,19005,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield (Strathfield LGA),Total Population,2018,19256,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield (Strathfield LGA),Total Population,2019,19347,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield (Strathfield LGA),Total Population,2020,19415,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield (Strathfield LGA),Total Population,2021,19765,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield (Strathfield LGA),Total Population,2022,19846,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield (Strathfield LGA),Total Population,2023,20153,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield (Strathfield LGA),Total Population,2024,20333,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield (Strathfield LGA),Total Population,2025,20860,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield (Strathfield LGA),Total Population,2026,21207,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield (Strathfield LGA),Total Population,2027,21640,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield (Strathfield LGA),Total Population,2028,21590,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield (Strathfield LGA),Total Population,2029,21549,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield (Strathfield LGA),Total Population,2030,21513,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield (Strathfield LGA),Total Population,2031,21640,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield (Strathfield LGA),Total Population,2032,21728,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield (Strathfield LGA),Total Population,2033,21747,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield (Strathfield LGA),Total Population,2034,21773,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield (Strathfield LGA),Total Population,2035,21798,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield (Strathfield LGA),Total Population,2036,21906,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield South,Total Population,2016,3692,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield South,Total Population,2017,3808,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield South,Total Population,2018,3954,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield South,Total Population,2019,4035,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield South,Total Population,2020,4104,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield South,Total Population,2021,4134,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield South,Total Population,2022,4188,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield South,Total Population,2023,4348,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield South,Total Population,2024,4506,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield South,Total Population,2025,4664,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield South,Total Population,2026,4822,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield South,Total Population,2027,4979,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield South,Total Population,2028,5132,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield South,Total Population,2029,5286,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield South,Total Population,2030,5372,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield South,Total Population,2031,5454,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield South,Total Population,2032,5524,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield South,Total Population,2033,5596,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield South,Total Population,2034,5627,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield South,Total Population,2035,5619,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield South,Total Population,2036,5616,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Burwood LGA,Total Population,2016,38495,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Burwood LGA,Total Population,2017,39626,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Burwood LGA,Total Population,2018,41215,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Burwood LGA,Total Population,2019,43166,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Burwood LGA,Total Population,2020,44275,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Burwood LGA,Total Population,2021,44963,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Burwood LGA,Total Population,2022,45161,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Burwood LGA,Total Population,2023,45334,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Burwood LGA,Total Population,2024,45353,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Burwood LGA,Total Population,2025,45383,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Burwood LGA,Total Population,2026,45628,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Burwood LGA,Total Population,2027,45816,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Burwood LGA,Total Population,2028,45919,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Burwood LGA,Total Population,2029,46046,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Burwood LGA,Total Population,2030,46056,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Burwood LGA,Total Population,2031,46195,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Burwood LGA,Total Population,2032,46379,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Burwood LGA,Total Population,2033,46574,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Burwood LGA,Total Population,2034,46784,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Burwood LGA,Total Population,2035,46994,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Burwood LGA,Total Population,2036,47244,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Canada Bay LGA,Total Population,2016,92382,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Canada Bay LGA,Total Population,2017,93234,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Canada Bay LGA,Total Population,2018,94335,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Canada Bay LGA,Total Population,2019,95618,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Canada Bay LGA,Total Population,2020,97230,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Canada Bay LGA,Total Population,2021,98528,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Canada Bay LGA,Total Population,2022,99745,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Canada Bay LGA,Total Population,2023,100743,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Canada Bay LGA,Total Population,2024,101898,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Canada Bay LGA,Total Population,2025,102951,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Canada Bay LGA,Total Population,2026,104336,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Canada Bay LGA,Total Population,2027,105573,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Canada Bay LGA,Total Population,2028,107025,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Canada Bay LGA,Total Population,2029,108470,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Canada Bay LGA,Total Population,2030,110084,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Canada Bay LGA,Total Population,2031,111674,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Canada Bay LGA,Total Population,2032,113300,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Canada Bay LGA,Total Population,2033,114891,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Canada Bay LGA,Total Population,2034,116556,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Canada Bay LGA,Total Population,2035,118180,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Canada Bay LGA,Total Population,2036,119858,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield LGA,Total Population,2016,42332,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield LGA,Total Population,2017,45844,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield LGA,Total Population,2018,49132,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield LGA,Total Population,2019,51640,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield LGA,Total Population,2020,53571,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield LGA,Total Population,2021,55376,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield LGA,Total Population,2022,56418,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
Strathfield LGA,Total Population,2023,57495,,"Burwood, City of Canada Bay and Strathfield Municipal councils"
