TZ16_CODE,LGA_NAME16,LGA_CODE16,Precinct,Sub-precin,Emp_2016,Emp_2056
"433",Botany Bay (C),"11100",OutWSPP,OutWSPP,"9553","13152"
"434",Rockdale (C),"16650",OutWSPP,OutWSPP,"8479","11674"
"435",Botany Bay (C),"11100",OutWSPP,OutWSPP,"446","614"
"300",Inner West (A),"14170",OutWSPP,OutWSPP,"296","452"
"301",Inner West (A),"14170",OutWSPP,OutWSPP,"483","789"
"302",Inner West (A),"14170",OutWSPP,OutWSPP,"274","439"
"303",Inner West (A),"14170",OutWSPP,OutWSPP,"1474","2488"
"304",Inner West (A),"14170",OutWSPP,OutWSPP,"1003","1659"
"305",Inner West (A),"14170",OutWSPP,OutWSPP,"5402","7139"
"306",Inner West (A),"14170",OutWSPP,OutWSPP,"448","748"
"307",Inner West (A),"14170",OutWSPP,OutWSPP,"348","600"
"308",Inner West (A),"14170",OutWSPP,OutWSPP,"121","188"
"309",Inner West (A),"14170",OutWSPP,OutWSPP,"2927","3785"
"310",Inner West (A),"14170",OutWSPP,OutWSPP,"1053","1837"
"311",Inner West (A),"14170",OutWSPP,OutWSPP,"253","425"
"312",Inner West (A),"14170",OutWSPP,OutWSPP,"277","441"
"313",Inner West (A),"14170",OutWSPP,OutWSPP,"516","802"
"314",Inner West (A),"14170",OutWSPP,OutWSPP,"832","1435"
"315",Inner West (A),"14170",OutWSPP,OutWSPP,"3","6"
"316",Inner West (A),"14170",OutWSPP,OutWSPP,"1303","2138"
"317",Inner West (A),"14170",OutWSPP,OutWSPP,"824","1386"
"318",Inner West (A),"14170",OutWSPP,OutWSPP,"276","501"
"319",Inner West (A),"14170",OutWSPP,OutWSPP,"307","517"
"320",Inner West (A),"14170",OutWSPP,OutWSPP,"876","1514"
"321",Inner West (A),"14170",OutWSPP,OutWSPP,"1342","2190"
"322",Inner West (A),"14170",OutWSPP,OutWSPP,"308","545"
"323",Inner West (A),"14170",OutWSPP,OutWSPP,"156","254"
"324",Inner West (A),"14170",OutWSPP,OutWSPP,"143","235"
"325",Inner West (A),"14170",OutWSPP,OutWSPP,"398","689"
"328",Inner West (A),"14170",OutWSPP,OutWSPP,"886","1269"
"329",Inner West (A),"14170",OutWSPP,OutWSPP,"1229","1812"
"330",Sydney (C),"17200",OutWSPP,OutWSPP,"1183","1583"
"331",Inner West (A),"14170",OutWSPP,OutWSPP,"751","1041"
"332",Inner West (A),"14170",OutWSPP,OutWSPP,"1036","1379"
"333",Inner West (A),"14170",OutWSPP,OutWSPP,"640","976"
"334",Inner West (A),"14170",OutWSPP,OutWSPP,"1347","1954"
"175",Sydney (C),"17200",OutWSPP,OutWSPP,"2442","3827"
"176",Sydney (C),"17200",OutWSPP,OutWSPP,"933","1448"
"177",Sydney (C),"17200",OutWSPP,OutWSPP,"86","118"
"178",Sydney (C),"17200",OutWSPP,OutWSPP,"1677","2536"
"179",Sydney (C),"17200",OutWSPP,OutWSPP,"853","1273"
"180",Sydney (C),"17200",OutWSPP,OutWSPP,"1360","2053"
"181",Sydney (C),"17200",OutWSPP,OutWSPP,"443","673"
"182",Sydney (C),"17200",OutWSPP,OutWSPP,"1451","2224"
"183",Sydney (C),"17200",OutWSPP,OutWSPP,"4343","6806"
"184",Sydney (C),"17200",OutWSPP,OutWSPP,"622","906"
"185",Sydney (C),"17200",OutWSPP,OutWSPP,"320","472"
"253",Sydney (C),"17200",OutWSPP,OutWSPP,"3","4"
"254",Sydney (C),"17200",OutWSPP,OutWSPP,"138","196"
"255",Sydney (C),"17200",OutWSPP,OutWSPP,"353","533"
"256",Sydney (C),"17200",OutWSPP,OutWSPP,"567","793"
"257",Sydney (C),"17200",OutWSPP,OutWSPP,"312","477"
"258",Sydney (C),"17200",OutWSPP,OutWSPP,"1578","2289"
"259",Sydney (C),"17200",OutWSPP,OutWSPP,"170","258"
"260",Sydney (C),"17200",OutWSPP,OutWSPP,"1028","1337"
"261",Sydney (C),"17200",OutWSPP,OutWSPP,"577","835"
"262",Sydney (C),"17200",OutWSPP,OutWSPP,"3197","4273"
"263",Sydney (C),"17200",OutWSPP,OutWSPP,"2217","3015"
"264",Sydney (C),"17200",OutWSPP,OutWSPP,"3109","4057"
"265",Sydney (C),"17200",OutWSPP,OutWSPP,"2211","2883"
"266",Sydney (C),"17200",OutWSPP,OutWSPP,"7520","10071"
"267",Sydney (C),"17200",OutWSPP,OutWSPP,"5665","7354"
"226",Sydney (C),"17200",OutWSPP,OutWSPP,"303","515"
"227",Sydney (C),"17200",OutWSPP,OutWSPP,"378","604"
"228",Sydney (C),"17200",OutWSPP,OutWSPP,"1412","2030"
"229",Sydney (C),"17200",OutWSPP,OutWSPP,"878","1244"
"230",Sydney (C),"17200",OutWSPP,OutWSPP,"207","316"
"231",Sydney (C),"17200",OutWSPP,OutWSPP,"1945","2775"
"232",Sydney (C),"17200",OutWSPP,OutWSPP,"1256","2018"
"233",Sydney (C),"17200",OutWSPP,OutWSPP,"1975","3049"
"236",Sydney (C),"17200",OutWSPP,OutWSPP,"6797","11364"
"237",Inner West (A),"14170",OutWSPP,OutWSPP,"751","1141"
"238",Sydney (C),"17200",OutWSPP,OutWSPP,"3448","5291"
"239",Sydney (C),"17200",OutWSPP,OutWSPP,"823","1370"
"240",Sydney (C),"17200",OutWSPP,OutWSPP,"312","513"
"241",Inner West (A),"14170",OutWSPP,OutWSPP,"238","377"
"242",Sydney (C),"17200",OutWSPP,OutWSPP,"1737","2595"
"243",Sydney (C),"17200",OutWSPP,OutWSPP,"855","1380"
"244",Sydney (C),"17200",OutWSPP,OutWSPP,"175","278"
"245",Inner West (A),"14170",OutWSPP,OutWSPP,"1171","1765"
"246",Sydney (C),"17200",OutWSPP,OutWSPP,"543","783"
"247",Sydney (C),"17200",OutWSPP,OutWSPP,"969","1413"
"248",Inner West (A),"14170",OutWSPP,OutWSPP,"920","1375"
"249",Sydney (C),"17200",OutWSPP,OutWSPP,"637","965"
"250",Inner West (A),"14170",OutWSPP,OutWSPP,"179","259"
"251",Inner West (A),"14170",OutWSPP,OutWSPP,"440","672"
"252",Sydney (C),"17200",OutWSPP,OutWSPP,"4132","6340"
"163",Sydney (C),"17200",OutWSPP,OutWSPP,"5208","7465"
"164",Sydney (C),"17200",OutWSPP,OutWSPP,"315","443"
"165",Sydney (C),"17200",OutWSPP,OutWSPP,"673","1058"
"166",Sydney (C),"17200",OutWSPP,OutWSPP,"881","1316"
"167",Sydney (C),"17200",OutWSPP,OutWSPP,"817","1238"
"168",Sydney (C),"17200",OutWSPP,OutWSPP,"2279","3382"
"169",Sydney (C),"17200",OutWSPP,OutWSPP,"2300","3418"
"170",Sydney (C),"17200",OutWSPP,OutWSPP,"1184","1522"
"171",Sydney (C),"17200",OutWSPP,OutWSPP,"2306","3369"
"172",Sydney (C),"17200",OutWSPP,OutWSPP,"311","456"
"173",Sydney (C),"17200",OutWSPP,OutWSPP,"910","1374"
"151",Sydney (C),"17200",OutWSPP,OutWSPP,"4028","6004"
"152",Sydney (C),"17200",OutWSPP,OutWSPP,"3575","5184"
"153",Sydney (C),"17200",OutWSPP,OutWSPP,"2300","4272"
"154",Sydney (C),"17200",OutWSPP,OutWSPP,"790","1188"
"155",Sydney (C),"17200",OutWSPP,OutWSPP,"488","835"
"156",Sydney (C),"17200",OutWSPP,OutWSPP,"1423","2267"
"157",Sydney (C),"17200",OutWSPP,OutWSPP,"3774","5622"
"158",Sydney (C),"17200",OutWSPP,OutWSPP,"5622","8559"
"159",Sydney (C),"17200",OutWSPP,OutWSPP,"6182","10180"
"160",Sydney (C),"17200",OutWSPP,OutWSPP,"3770","4978"
"186",Sydney (C),"17200",OutWSPP,OutWSPP,"2510","3741"
"187",Sydney (C),"17200",OutWSPP,OutWSPP,"9507","14171"
"205",Sydney (C),"17200",OutWSPP,OutWSPP,"697","1040"
"206",Sydney (C),"17200",OutWSPP,OutWSPP,"668","3475"
"207",Sydney (C),"17200",OutWSPP,OutWSPP,"1774","2772"
"208",Sydney (C),"17200",OutWSPP,OutWSPP,"59","2994"
"209",Sydney (C),"17200",OutWSPP,OutWSPP,"1418","1784"
"210",Sydney (C),"17200",OutWSPP,OutWSPP,"685","3489"
"211",Sydney (C),"17200",OutWSPP,OutWSPP,"658","1234"
"212",Sydney (C),"17200",OutWSPP,OutWSPP,"2872","4053"
"213",Sydney (C),"17200",OutWSPP,OutWSPP,"100","137"
"214",Sydney (C),"17200",OutWSPP,OutWSPP,"916","1425"
"215",Sydney (C),"17200",OutWSPP,OutWSPP,"1032","3302"
"216",Sydney (C),"17200",OutWSPP,OutWSPP,"166","2257"
"217",Sydney (C),"17200",OutWSPP,OutWSPP,"358","543"
"218",Sydney (C),"17200",OutWSPP,OutWSPP,"1033","1536"
"219",Sydney (C),"17200",OutWSPP,OutWSPP,"171","233"
"220",Sydney (C),"17200",OutWSPP,OutWSPP,"85","132"
"221",Sydney (C),"17200",OutWSPP,OutWSPP,"147","221"
"224",Sydney (C),"17200",OutWSPP,OutWSPP,"1262","3567"
"225",Sydney (C),"17200",OutWSPP,OutWSPP,"1646","2726"
"222",Sydney (C),"17200",OutWSPP,OutWSPP,"1205","3406"
"223",Sydney (C),"17200",OutWSPP,OutWSPP,"11","18"
"188",Sydney (C),"17200",OutWSPP,OutWSPP,"2990","4675"
"189",Sydney (C),"17200",OutWSPP,OutWSPP,"1630","2504"
"190",Sydney (C),"17200",OutWSPP,OutWSPP,"818","1200"
"191",Sydney (C),"17200",OutWSPP,OutWSPP,"208","333"
"192",Sydney (C),"17200",OutWSPP,OutWSPP,"1304","2040"
"193",Sydney (C),"17200",OutWSPP,OutWSPP,"1629","2640"
"194",Sydney (C),"17200",OutWSPP,OutWSPP,"2897","4343"
"195",Sydney (C),"17200",OutWSPP,OutWSPP,"2144","3308"
"196",Sydney (C),"17200",OutWSPP,OutWSPP,"3100","4727"
"197",Sydney (C),"17200",OutWSPP,OutWSPP,"3744","5772"
"198",Sydney (C),"17200",OutWSPP,OutWSPP,"7348","10273"
"199",Sydney (C),"17200",OutWSPP,OutWSPP,"1923","3043"
"200",Sydney (C),"17200",OutWSPP,OutWSPP,"160","236"
"201",Sydney (C),"17200",OutWSPP,OutWSPP,"4111","6530"
"202",Sydney (C),"17200",OutWSPP,OutWSPP,"712","1129"
"1",Sydney (C),"17200",OutWSPP,OutWSPP,"270","358"
"2",Sydney (C),"17200",OutWSPP,OutWSPP,"310","968"
"3",Sydney (C),"17200",OutWSPP,OutWSPP,"126","393"
"4",Sydney (C),"17200",OutWSPP,OutWSPP,"3203","12143"
"5",Sydney (C),"17200",OutWSPP,OutWSPP,"7764","16394"
"6",Sydney (C),"17200",OutWSPP,OutWSPP,"22","29"
"7",Sydney (C),"17200",OutWSPP,OutWSPP,"1551","2585"
"8",Sydney (C),"17200",OutWSPP,OutWSPP,"681","1168"
"9",Sydney (C),"17200",OutWSPP,OutWSPP,"1474","2200"
"10",Sydney (C),"17200",OutWSPP,OutWSPP,"205","307"
"11",Sydney (C),"17200",OutWSPP,OutWSPP,"627","939"
"12",Sydney (C),"17200",OutWSPP,OutWSPP,"135","187"
"13",Sydney (C),"17200",OutWSPP,OutWSPP,"728","1046"
"14",Sydney (C),"17200",OutWSPP,OutWSPP,"917","1307"
"15",Sydney (C),"17200",OutWSPP,OutWSPP,"407","559"
"16",Sydney (C),"17200",OutWSPP,OutWSPP,"462","660"
"17",Sydney (C),"17200",OutWSPP,OutWSPP,"1595","2292"
"18",Sydney (C),"17200",OutWSPP,OutWSPP,"312","463"
"19",Sydney (C),"17200",OutWSPP,OutWSPP,"304","470"
"20",Sydney (C),"17200",OutWSPP,OutWSPP,"752","1134"
"21",Sydney (C),"17200",OutWSPP,OutWSPP,"1322","1960"
"22",Sydney (C),"17200",OutWSPP,OutWSPP,"410","622"
"23",Sydney (C),"17200",OutWSPP,OutWSPP,"855","1200"
"24",Sydney (C),"17200",OutWSPP,OutWSPP,"734","1047"
"25",Sydney (C),"17200",OutWSPP,OutWSPP,"522","702"
"26",Sydney (C),"17200",OutWSPP,OutWSPP,"913","1125"
"27",Sydney (C),"17200",OutWSPP,OutWSPP,"1031","1774"
"28",Sydney (C),"17200",OutWSPP,OutWSPP,"86","150"
"29",Sydney (C),"17200",OutWSPP,OutWSPP,"6239","8652"
"30",Sydney (C),"17200",OutWSPP,OutWSPP,"9657","15317"
"31",Sydney (C),"17200",OutWSPP,OutWSPP,"4395","6557"
"32",Sydney (C),"17200",OutWSPP,OutWSPP,"1232","1809"
"33",Sydney (C),"17200",OutWSPP,OutWSPP,"5821","8956"
"34",Sydney (C),"17200",OutWSPP,OutWSPP,"1166","1833"
"35",Sydney (C),"17200",OutWSPP,OutWSPP,"315","516"
"36",Sydney (C),"17200",OutWSPP,OutWSPP,"6442","9698"
"37",Sydney (C),"17200",OutWSPP,OutWSPP,"4068","6405"
"38",Sydney (C),"17200",OutWSPP,OutWSPP,"1347","1917"
"39",Sydney (C),"17200",OutWSPP,OutWSPP,"6425","9631"
"40",Sydney (C),"17200",OutWSPP,OutWSPP,"3462","5029"
"41",Sydney (C),"17200",OutWSPP,OutWSPP,"2045","3093"
"42",Sydney (C),"17200",OutWSPP,OutWSPP,"478","704"
"43",Sydney (C),"17200",OutWSPP,OutWSPP,"704","1057"
"44",Sydney (C),"17200",OutWSPP,OutWSPP,"4199","6207"
"45",Sydney (C),"17200",OutWSPP,OutWSPP,"4126","6434"
"46",Sydney (C),"17200",OutWSPP,OutWSPP,"830","1280"
"47",Sydney (C),"17200",OutWSPP,OutWSPP,"3947","5840"
"48",Sydney (C),"17200",OutWSPP,OutWSPP,"5002","7251"
"49",Sydney (C),"17200",OutWSPP,OutWSPP,"3706","5701"
"50",Sydney (C),"17200",OutWSPP,OutWSPP,"5086","7997"
"51",Sydney (C),"17200",OutWSPP,OutWSPP,"2464","3685"
"52",Sydney (C),"17200",OutWSPP,OutWSPP,"4708","6908"
"53",Sydney (C),"17200",OutWSPP,OutWSPP,"3731","8526"
"54",Sydney (C),"17200",OutWSPP,OutWSPP,"6334","9618"
"55",Sydney (C),"17200",OutWSPP,OutWSPP,"2652","4080"
"56",Sydney (C),"17200",OutWSPP,OutWSPP,"2882","4493"
"57",Sydney (C),"17200",OutWSPP,OutWSPP,"4662","7161"
"58",Sydney (C),"17200",OutWSPP,OutWSPP,"8278","12373"
"59",Sydney (C),"17200",OutWSPP,OutWSPP,"3036","5306"
"60",Sydney (C),"17200",OutWSPP,OutWSPP,"3537","5369"
"61",Sydney (C),"17200",OutWSPP,OutWSPP,"3489","5360"
"62",Sydney (C),"17200",OutWSPP,OutWSPP,"2871","6618"
"63",Sydney (C),"17200",OutWSPP,OutWSPP,"2443","3466"
"64",Sydney (C),"17200",OutWSPP,OutWSPP,"264","386"
"65",Sydney (C),"17200",OutWSPP,OutWSPP,"375","581"
"66",Sydney (C),"17200",OutWSPP,OutWSPP,"351","495"
"67",Sydney (C),"17200",OutWSPP,OutWSPP,"4966","7642"
"68",Sydney (C),"17200",OutWSPP,OutWSPP,"2521","4018"
"69",Sydney (C),"17200",OutWSPP,OutWSPP,"1830","2847"
"70",Sydney (C),"17200",OutWSPP,OutWSPP,"1398","2254"
"71",Sydney (C),"17200",OutWSPP,OutWSPP,"2123","3455"
"72",Sydney (C),"17200",OutWSPP,OutWSPP,"4621","6924"
"73",Sydney (C),"17200",OutWSPP,OutWSPP,"8894","13327"
"74",Sydney (C),"17200",OutWSPP,OutWSPP,"7118","11275"
"75",Sydney (C),"17200",OutWSPP,OutWSPP,"3294","5105"
"76",Sydney (C),"17200",OutWSPP,OutWSPP,"1808","3085"
"77",Sydney (C),"17200",OutWSPP,OutWSPP,"3650","5895"
"78",Sydney (C),"17200",OutWSPP,OutWSPP,"142","204"
"79",Sydney (C),"17200",OutWSPP,OutWSPP,"1047","1763"
"80",Sydney (C),"17200",OutWSPP,OutWSPP,"6561","9679"
"81",Sydney (C),"17200",OutWSPP,OutWSPP,"2423","3875"
"82",Sydney (C),"17200",OutWSPP,OutWSPP,"4088","6538"
"83",Sydney (C),"17200",OutWSPP,OutWSPP,"4565","6920"
"84",Sydney (C),"17200",OutWSPP,OutWSPP,"7331","10172"
"85",Sydney (C),"17200",OutWSPP,OutWSPP,"6293","9313"
"86",Sydney (C),"17200",OutWSPP,OutWSPP,"3053","4426"
"87",Sydney (C),"17200",OutWSPP,OutWSPP,"25","37"
"88",Sydney (C),"17200",OutWSPP,OutWSPP,"329","450"
"89",Sydney (C),"17200",OutWSPP,OutWSPP,"2052","4446"
"90",Sydney (C),"17200",OutWSPP,OutWSPP,"169","230"
"91",Sydney (C),"17200",OutWSPP,OutWSPP,"11706","18787"
"92",Sydney (C),"17200",OutWSPP,OutWSPP,"3740","5707"
"93",Sydney (C),"17200",OutWSPP,OutWSPP,"1151","1843"
"94",Sydney (C),"17200",OutWSPP,OutWSPP,"3623","5812"
"95",Sydney (C),"17200",OutWSPP,OutWSPP,"1146","1514"
"96",Sydney (C),"17200",OutWSPP,OutWSPP,"9184","13885"
"97",Sydney (C),"17200",OutWSPP,OutWSPP,"10113","15556"
"98",Sydney (C),"17200",OutWSPP,OutWSPP,"3670","5344"
"99",Sydney (C),"17200",OutWSPP,OutWSPP,"148","241"
"100",Sydney (C),"17200",OutWSPP,OutWSPP,"522","756"
"101",Sydney (C),"17200",OutWSPP,OutWSPP,"266","374"
"102",Sydney (C),"17200",OutWSPP,OutWSPP,"1377","2050"
"103",Sydney (C),"17200",OutWSPP,OutWSPP,"2605","3786"
"104",Sydney (C),"17200",OutWSPP,OutWSPP,"3377","4749"
"105",Sydney (C),"17200",OutWSPP,OutWSPP,"1606","2411"
"106",Sydney (C),"17200",OutWSPP,OutWSPP,"2690","4092"
"107",Sydney (C),"17200",OutWSPP,OutWSPP,"75","101"
"108",Sydney (C),"17200",OutWSPP,OutWSPP,"6757","10351"
"109",Sydney (C),"17200",OutWSPP,OutWSPP,"870","1255"
"110",Sydney (C),"17200",OutWSPP,OutWSPP,"794","1183"
"111",Sydney (C),"17200",OutWSPP,OutWSPP,"2278","3240"
"112",Sydney (C),"17200",OutWSPP,OutWSPP,"3025","4295"
"113",Sydney (C),"17200",OutWSPP,OutWSPP,"609","820"
"114",Sydney (C),"17200",OutWSPP,OutWSPP,"733","1103"
"115",Sydney (C),"17200",OutWSPP,OutWSPP,"3927","5738"
"116",Sydney (C),"17200",OutWSPP,OutWSPP,"2896","3859"
"117",Sydney (C),"17200",OutWSPP,OutWSPP,"1157","1687"
"118",Sydney (C),"17200",OutWSPP,OutWSPP,"1460","2219"
"119",Sydney (C),"17200",OutWSPP,OutWSPP,"9048","13372"
"120",Sydney (C),"17200",OutWSPP,OutWSPP,"2766","4278"
"121",Sydney (C),"17200",OutWSPP,OutWSPP,"884","1291"
"122",Sydney (C),"17200",OutWSPP,OutWSPP,"473","750"
"123",Sydney (C),"17200",OutWSPP,OutWSPP,"3601","4971"
"124",Sydney (C),"17200",OutWSPP,OutWSPP,"402","590"
"125",Sydney (C),"17200",OutWSPP,OutWSPP,"318","2725"
"126",Sydney (C),"17200",OutWSPP,OutWSPP,"339","463"
"127",Sydney (C),"17200",OutWSPP,OutWSPP,"769","1081"
"128",Sydney (C),"17200",OutWSPP,OutWSPP,"407","591"
"129",Sydney (C),"17200",OutWSPP,OutWSPP,"471","651"
"130",Sydney (C),"17200",OutWSPP,OutWSPP,"2652","3719"
"131",Sydney (C),"17200",OutWSPP,OutWSPP,"992","1532"
"132",Sydney (C),"17200",OutWSPP,OutWSPP,"223","2313"
"133",Sydney (C),"17200",OutWSPP,OutWSPP,"832","1179"
"134",Sydney (C),"17200",OutWSPP,OutWSPP,"1726","3030"
"135",Sydney (C),"17200",OutWSPP,OutWSPP,"823","1098"
"136",Sydney (C),"17200",OutWSPP,OutWSPP,"1234","1926"
"137",Sydney (C),"17200",OutWSPP,OutWSPP,"371","552"
"138",Sydney (C),"17200",OutWSPP,OutWSPP,"212","318"
"139",Sydney (C),"17200",OutWSPP,OutWSPP,"108","135"
"140",Sydney (C),"17200",OutWSPP,OutWSPP,"3066","4166"
"141",Sydney (C),"17200",OutWSPP,OutWSPP,"395","614"
"142",Sydney (C),"17200",OutWSPP,OutWSPP,"1203","1823"
"143",Sydney (C),"17200",OutWSPP,OutWSPP,"1179","1746"
"144",Sydney (C),"17200",OutWSPP,OutWSPP,"717","1110"
"145",Sydney (C),"17200",OutWSPP,OutWSPP,"208","311"
"146",Sydney (C),"17200",OutWSPP,OutWSPP,"4947","8574"
"147",Sydney (C),"17200",OutWSPP,OutWSPP,"0","0"
"148",Sydney (C),"17200",OutWSPP,OutWSPP,"3","5"
"149",Sydney (C),"17200",OutWSPP,OutWSPP,"152","229"
"150",Sydney (C),"17200",OutWSPP,OutWSPP,"1571","3590"
"161",Sydney (C),"17200",OutWSPP,OutWSPP,"4026","7036"
"162",Sydney (C),"17200",OutWSPP,OutWSPP,"4484","6221"
"174",Sydney (C),"17200",OutWSPP,OutWSPP,"3480","5151"
"268",Sydney (C),"17200",OutWSPP,OutWSPP,"357","513"
"270",Sydney (C),"17200",OutWSPP,OutWSPP,"434","623"
"271",Sydney (C),"17200",OutWSPP,OutWSPP,"294","420"
"272",Sydney (C),"17200",OutWSPP,OutWSPP,"1465","2057"
"273",Sydney (C),"17200",OutWSPP,OutWSPP,"713","1009"
"274",Sydney (C),"17200",OutWSPP,OutWSPP,"1202","1646"
"275",Sydney (C),"17200",OutWSPP,OutWSPP,"966","1372"
"276",Sydney (C),"17200",OutWSPP,OutWSPP,"806","1115"
"277",Sydney (C),"17200",OutWSPP,OutWSPP,"406","542"
"278",Sydney (C),"17200",OutWSPP,OutWSPP,"855","1187"
"279",Sydney (C),"17200",OutWSPP,OutWSPP,"714","7816"
"280",Sydney (C),"17200",OutWSPP,OutWSPP,"345","474"
"281",Sydney (C),"17200",OutWSPP,OutWSPP,"529","687"
"282",Sydney (C),"17200",OutWSPP,OutWSPP,"528","692"
"283",Sydney (C),"17200",OutWSPP,OutWSPP,"1230","1721"
"284",Sydney (C),"17200",OutWSPP,OutWSPP,"1313","1861"
"285",Sydney (C),"17200",OutWSPP,OutWSPP,"594","895"
"286",Sydney (C),"17200",OutWSPP,OutWSPP,"682","958"
"287",Sydney (C),"17200",OutWSPP,OutWSPP,"2642","3749"
"288",Sydney (C),"17200",OutWSPP,OutWSPP,"579","931"
"289",Sydney (C),"17200",OutWSPP,OutWSPP,"336","466"
"290",Sydney (C),"17200",OutWSPP,OutWSPP,"145","201"
"291",Sydney (C),"17200",OutWSPP,OutWSPP,"9","104"
"292",Sydney (C),"17200",OutWSPP,OutWSPP,"10","112"
"500",Waverley (A),"18050",OutWSPP,OutWSPP,"322","528"
"501",Waverley (A),"18050",OutWSPP,OutWSPP,"785","1200"
"502",Waverley (A),"18050",OutWSPP,OutWSPP,"710","1032"
"503",Waverley (A),"18050",OutWSPP,OutWSPP,"543","829"
"504",Waverley (A),"18050",OutWSPP,OutWSPP,"622","993"
"505",Waverley (A),"18050",OutWSPP,OutWSPP,"855","1318"
"508",Waverley (A),"18050",OutWSPP,OutWSPP,"687","1055"
"509",Waverley (A),"18050",OutWSPP,OutWSPP,"450","693"
"510",Waverley (A),"18050",OutWSPP,OutWSPP,"908","1410"
"511",Waverley (A),"18050",OutWSPP,OutWSPP,"541","834"
"512",Waverley (A),"18050",OutWSPP,OutWSPP,"804","1182"
"513",Waverley (A),"18050",OutWSPP,OutWSPP,"1117","1631"
"514",Waverley (A),"18050",OutWSPP,OutWSPP,"450","658"
"517",Waverley (A),"18050",OutWSPP,OutWSPP,"2257","3417"
"518",Waverley (A),"18050",OutWSPP,OutWSPP,"6868","9727"
"519",Waverley (A),"18050",OutWSPP,OutWSPP,"449","699"
"520",Waverley (A),"18050",OutWSPP,OutWSPP,"966","1375"
"521",Waverley (A),"18050",OutWSPP,OutWSPP,"301","492"
"522",Waverley (A),"18050",OutWSPP,OutWSPP,"892","1466"
"523",Waverley (A),"18050",OutWSPP,OutWSPP,"852","1422"
"524",Waverley (A),"18050",OutWSPP,OutWSPP,"1068","1720"
"525",Waverley (A),"18050",OutWSPP,OutWSPP,"4303","6516"
"527",Randwick (C),"16550",OutWSPP,OutWSPP,"124","195"
"530",Woollahra (A),"18500",OutWSPP,OutWSPP,"213","311"
"531",Woollahra (A),"18500",OutWSPP,OutWSPP,"198","280"
"532",Woollahra (A),"18500",OutWSPP,OutWSPP,"1201","1758"
"533",Woollahra (A),"18500",OutWSPP,OutWSPP,"708","985"
"534",Woollahra (A),"18500",OutWSPP,OutWSPP,"594","803"
"535",Woollahra (A),"18500",OutWSPP,OutWSPP,"420","565"
"536",Woollahra (A),"18500",OutWSPP,OutWSPP,"2073","2777"
"537",Woollahra (A),"18500",OutWSPP,OutWSPP,"909","1304"
"538",Woollahra (A),"18500",OutWSPP,OutWSPP,"370","526"
"539",Woollahra (A),"18500",OutWSPP,OutWSPP,"1632","2314"
"540",Woollahra (A),"18500",OutWSPP,OutWSPP,"263","365"
"541",Woollahra (A),"18500",OutWSPP,OutWSPP,"1421","1885"
"542",Woollahra (A),"18500",OutWSPP,OutWSPP,"191","266"
"543",Woollahra (A),"18500",OutWSPP,OutWSPP,"227","307"
"544",Woollahra (A),"18500",OutWSPP,OutWSPP,"164","233"
"545",Woollahra (A),"18500",OutWSPP,OutWSPP,"421","595"
"548",Waverley (A),"18050",OutWSPP,OutWSPP,"343","527"
"549",Waverley (A),"18050",OutWSPP,OutWSPP,"414","629"
"550",Waverley (A),"18050",OutWSPP,OutWSPP,"635","1000"
"551",Waverley (A),"18050",OutWSPP,OutWSPP,"377","610"
"554",Woollahra (A),"18500",OutWSPP,OutWSPP,"142","202"
"555",Woollahra (A),"18500",OutWSPP,OutWSPP,"499","713"
"556",Woollahra (A),"18500",OutWSPP,OutWSPP,"855","1157"
"557",Woollahra (A),"18500",OutWSPP,OutWSPP,"1076","1437"
"558",Woollahra (A),"18500",OutWSPP,OutWSPP,"623","869"
"559",Sydney (C),"17200",OutWSPP,OutWSPP,"687","1134"
"560",Sydney (C),"17200",OutWSPP,OutWSPP,"531","949"
"561",Woollahra (A),"18500",OutWSPP,OutWSPP,"934","1293"
"562",Sydney (C),"17200",OutWSPP,OutWSPP,"340","565"
"563",Sydney (C),"17200",OutWSPP,OutWSPP,"606","912"
"564",Sydney (C),"17200",OutWSPP,OutWSPP,"245","393"
"565",Sydney (C),"17200",OutWSPP,OutWSPP,"3392","5409"
"566",Sydney (C),"17200",OutWSPP,OutWSPP,"646","988"
"567",Sydney (C),"17200",OutWSPP,OutWSPP,"408","624"
"570",Woollahra (A),"18500",OutWSPP,OutWSPP,"926","1505"
"571",Woollahra (A),"18500",OutWSPP,OutWSPP,"836","1158"
"572",Woollahra (A),"18500",OutWSPP,OutWSPP,"578","812"
"573",Woollahra (A),"18500",OutWSPP,OutWSPP,"675","926"
"574",Woollahra (A),"18500",OutWSPP,OutWSPP,"1849","2464"
"575",Woollahra (A),"18500",OutWSPP,OutWSPP,"24","33"
"577",Woollahra (A),"18500",OutWSPP,OutWSPP,"434","624"
"578",Woollahra (A),"18500",OutWSPP,OutWSPP,"1822","2442"
"579",Woollahra (A),"18500",OutWSPP,OutWSPP,"727","1009"
"580",Woollahra (A),"18500",OutWSPP,OutWSPP,"344","484"
"600",Randwick (C),"16550",OutWSPP,OutWSPP,"296","504"
"601",Randwick (C),"16550",OutWSPP,OutWSPP,"447","743"
"602",Randwick (C),"16550",OutWSPP,OutWSPP,"439","708"
"603",Randwick (C),"16550",OutWSPP,OutWSPP,"493","785"
"604",Randwick (C),"16550",OutWSPP,OutWSPP,"1415","2252"
"605",Randwick (C),"16550",OutWSPP,OutWSPP,"237","397"
