MB_ID,lon,lat,T15,T30,pop,NSW_LOCA_2,W15_value,W60_value,A30_value
"10479720000",150.8808114000,-33.9271535000,"15946","111860","122",CARTWRIGHT,"2817","60300","1602568"
"10479730000",150.8812364000,-33.9257907000,"3808","91465","0",CARTWRIGHT,"1602","50644","1580702"
"10479740000",150.8825075000,-33.9270145000,"12803","119271","133",CARTWRIGHT,"3462","61099","1514359"
"10479750000",150.8843262000,-33.9270447000,"21740","116658","100",CARTWRIGHT,"3136","65111","1587179"
"10479760000",150.8868005000,-33.9269036000,"14032","97449","125",CARTWRIGHT,"2121","66631","1547944"
"10479770000",150.8849537000,-33.9249412000,"1009","63791","107",CARTWRIGHT,"809","59059","1417949"
"10479780000",150.8863286000,-33.9249412000,"2686","66911","118",CARTWRIGHT,"1407","62506","1419505"
"10479790000",150.8877650000,-33.9257346000,"3802","72187","127",CARTWRIGHT,"1613","63640","1359900"
"10479800000",150.8893714000,-33.9249559000,"9393","86212","118",CARTWRIGHT,"2154","80300","1418760"
"10479810000",150.8878913000,-33.9245426000,"4827","73667","110",CARTWRIGHT,"1706","64321","1419285"
"10479820000",150.8923805000,-33.9250154000,"4267","72082","101",CARTWRIGHT,"1538","63868","1295028"
"10479830000",150.8927660000,-33.9258829000,"13901","91048","87",CARTWRIGHT,"2230","80638","1464252"
"10479840000",150.8937733000,-33.9249119000,"2136","64850","116",CARTWRIGHT,"1338","76805","1263765"
"10479850000",150.8892169000,-33.9269195000,"25230","105620","107",CARTWRIGHT,"2679","81357","1472930"
"10479860000",150.8927201000,-33.9266289000,"12474","92433","189",CARTWRIGHT,"2201","81280","1544796"
"10479870000",150.8965074000,-33.9259942000,"42570","124015","142",CARTWRIGHT,"2377","83218","1577697"
"10479880000",150.8947033000,-33.9245730000,"32052","97917","109",CARTWRIGHT,"1541","79606","1486773"
"10479890000",150.8924876000,-33.9237229000,"2764","67912","138",CARTWRIGHT,"1511","77025","1287959"
"10479900000",150.8955114000,-33.9238119000,"933","72562","131",CARTWRIGHT,"541","77298","1385286"
"10479910000",150.8909901000,-33.9227184000,"4591","72441","6",CARTWRIGHT,"1433","63435","1377531"
"10479920000",150.8983516000,-33.9243396000,"19974","108159","173",CARTWRIGHT,"803","79533","1514249"
"10479930000",150.8979076000,-33.9238957000,"997","68223","106",CARTWRIGHT,"897","74986","1325784"
"10479940000",150.8966298000,-33.9249848000,"16904","93396","127",CARTWRIGHT,"1773","81185","1476875"
"10479950000",150.8843036000,-33.9329639000,"6594","46728","0",PRESTONS,"6594","42691","1487520"
"10479960000",150.8832450000,-33.9288651000,"7833","106173","0",PRESTONS,"5165","59918","1597000"
"10479970000",150.8859454000,-33.9291837000,"8124","85733","0",PRESTONS,"6404","65154","1533981"
"10479981000",150.8882592000,-33.9335630000,"6234","65253","0",PRESTONS,"5052","51512","1323552"
"10479982000",150.8900416000,-33.9336785000,"6824","64617","0",PRESTONS,"4544","61649","1312872"
"10479990000",150.8892081000,-33.9291837000,"3105","75426","3",PRESTONS,"2591","63913","1427619"
"10480002000",150.8919669000,-33.9285615000,"5527","80446","0",PRESTONS,"1837","80246","1429004"
"10480010000",150.8918170000,-33.9300454000,"2690","74532","0",LURNEA,"1926","78370","1253407"
"10480020000",150.8926728000,-33.9305209000,"2389","71864","188",LURNEA,"975","74100","1261942"
"10480030000",150.8967595000,-33.9279448000,"19311","105560","127",LURNEA,"1804","78913","1437511"
"10480040000",150.8941738000,-33.9288301000,"1226","69949","108",LURNEA,"713","73010","1267247"
"10480050000",150.8953482000,-33.9302683000,"2450","75946","172",LURNEA,"1114","74855","1352055"
"10480060000",150.8998453000,-33.9272869000,"41309","124876","89",LURNEA,"2039","79925","1509161"
"10480070000",150.8985413000,-33.9283160000,"18248","104733","214",LURNEA,"2039","79486","1482383"
"10480080000",150.8997459000,-33.9288780000,"3607","93596","0",LURNEA,"1347","76885","1449966"
"10480100000",150.8987686000,-33.9315376000,"3771","80236","138",LURNEA,"1562","76750","1499780"
"10480110000",150.9016211000,-33.9278558000,"19855","102295","210",LURNEA,"1994","77740","1447899"
"10480120000",150.9012070000,-33.9303123000,"4043","77107","101",LURNEA,"1336","78216","1496463"
"10480180000",150.9047545000,-33.9322906000,"3032","69346","0",LURNEA,"1836","74136","1649856"
"10480220000",150.9053400000,-33.9309550000,"2464","77771","99",LURNEA,"1759","75542","1624683"
"10480230000",150.9088419000,-33.9161691000,"12893","79590","240",LIVERPOOL,"1592","82173","1492544"
"10480240000",150.9009013000,-33.9247818000,"41005","114282","197",LIVERPOOL,"1485","79665","1557336"
"10480250000",150.9018444000,-33.9262212000,"42396","119837","115",LIVERPOOL,"2132","79716","1621413"
"10480260000",150.9043575000,-33.9266086000,"43731","138491","117",LIVERPOOL,"1784","80508","1655247"
"10480270000",150.9022062000,-33.9244055000,"7749","89623","203",LIVERPOOL,"1282","79350","1511314"
"10480280000",150.9032895000,-33.9255144000,"42477","128256","164",LIVERPOOL,"1614","78883","1530479"
"10480290000",150.9042643000,-33.9250631000,"38173","101826","230",LIVERPOOL,"1457","78944","1572249"
"10480300000",150.9073234000,-33.9266875000,"42674","146775","0",LIVERPOOL,"2085","81345","1663135"
"10480310000",150.9048071000,-33.9234613000,"36857","98771","225",LIVERPOOL,"1608","81406","1575754"
"10480320000",150.9061870000,-33.9237830000,"17233","84917","246",LIVERPOOL,"1275","78225","1487298"
"10480331000",150.9058096000,-33.9261160000,"41101","129789","227",LIVERPOOL,"1552","80712","1635711"
"10480332000",150.9086173000,-33.9256624000,"40292","140837","176",LIVERPOOL,"2133","81512","1552174"
"10480340000",150.9107768000,-33.9247930000,"10153","85463","299",LIVERPOOL,"1605","77426","1505558"
"10480350000",150.9096993000,-33.9253845000,"28759","94341","150",LIVERPOOL,"1566","79487","1520027"
"10480361000",150.9092011000,-33.9236658000,"38707","126995","334",LIVERPOOL,"2152","81349","1545447"
"10480362000",150.9072962000,-33.9234538000,"28752","80967","154",LIVERPOOL,"1165","78822","1462298"
"10480370000",150.9095768000,-33.9270922000,"38028","117480","193",LIVERPOOL,"2541","80477","1609718"
"10480380000",150.9115796000,-33.9255064000,"24732","89726","168",LIVERPOOL,"1798","80264","1610077"
"10480390000",150.9058242000,-33.9217207000,"36575","103685","234",LIVERPOOL,"1522","80468","1503491"
"10480400000",150.9066112000,-33.9190459000,"10046","75738","262",LIVERPOOL,"1396","81187","1452701"
"10480410000",150.9076335000,-33.9187378000,"9579","73787","225",LIVERPOOL,"1258","77325","1424401"
"10480420000",150.9075888000,-33.9171427000,"8383","79185","455",LIVERPOOL,"1331","78938","1515474"
"10480430000",150.9004516000,-33.9244138000,"20959","109409","0",LIVERPOOL,"1178","80261","1547038"
"10480440000",150.9099619000,-33.9169196000,"30512","85691","275",LIVERPOOL,"1504","85119","1605366"
"10480450000",150.9108945000,-33.9173804000,"25072","85153","111",LIVERPOOL,"1387","80243","1594146"
"10480460000",150.9120386000,-33.9176459000,"31338","96529","187",LIVERPOOL,"2061","81482","1634068"
"10480470000",150.9108197000,-33.9193850000,"33326","130704","0",LIVERPOOL,"1460","80122","1551653"
"10480480000",150.9143523000,-33.9189787000,"26713","97453","342",LIVERPOOL,"9936","78794","1560900"
"10480490000",150.9135575000,-33.9205766000,"28871","113449","342",LIVERPOOL,"8229","77583","1557327"
"10480500000",150.9096054000,-33.9223616000,"35422","106114","273",LIVERPOOL,"1813","84025","1495154"
"10480510000",150.9113361000,-33.9227209000,"30801","130179","217",LIVERPOOL,"1318","81377","1504422"
"10480530000",150.9100187000,-33.9215283000,"39835","134357","269",LIVERPOOL,"1733","83504","1490531"
"10480540000",150.9117882000,-33.9218450000,"35344","134674","0",LIVERPOOL,"2076","82428","1510100"
"10480550000",150.9151995000,-33.9205132000,"27889","131737","170",LIVERPOOL,"8725","78034","1579115"
"10480560000",150.9170241000,-33.9192562000,"18942","108516","76",LIVERPOOL,"15720","78531","1645856"
"10480570000",150.9162313000,-33.9203542000,"30100","128911","152",LIVERPOOL,"14127","76512","1588171"
"10480580000",150.9174969000,-33.9201377000,"19439","130093","0",LIVERPOOL,"16532","76184","1600784"
"10480590000",150.9185379000,-33.9215251000,"28731","138170","150",LIVERPOOL,"23338","79324","1656925"
"10480600000",150.9186780000,-33.9207926000,"21488","121068","232",LIVERPOOL,"19127","76791","1630428"
"10480610000",150.9188590000,-33.9198455000,"24304","100896","228",LIVERPOOL,"21689","79704","1673318"
"10480620000",150.9183228000,-33.9093642000,"802","51834","289",LIVERPOOL,"739","60606","1587458"
"10480630000",150.9138057000,-33.9097036000,"7269","57935","230",LIVERPOOL,"834","62758","1438778"
"10480640000",150.9114040000,-33.9109334000,"5569","52179","389",LIVERPOOL,"826","62715","1378525"
"10480650000",150.9136690000,-33.9106219000,"9180","60461","195",LIVERPOOL,"927","64388","1392057"
"10480660000",150.9164185000,-33.9097800000,"745","12488","367",LIVERPOOL,"745","60600","1502391"
"10480670000",150.9174852000,-33.9063872000,"1738","10263","0",LIVERPOOL,"1738","50676","1565971"
"10480680000",150.9112175000,-33.9131186000,"4418","62647","275",LIVERPOOL,"1141","69766","1443542"
"10480690000",150.9118673000,-33.9142562000,"5262","70603","269",LIVERPOOL,"1277","73810","1484271"
"10480700000",150.9094164000,-33.9141543000,"35587","83309","355",LIVERPOOL,"1296","80458","1565353"
"10480710000",150.9151865000,-33.9123630000,"743","55601","0",LIVERPOOL,"743","67474","1478997"
"10480720000",150.9186192000,-33.9123354000,"779","25870","303",LIVERPOOL,"779","63573","1582028"
"10480730000",150.9162285000,-33.9131533000,"950","58411","310",LIVERPOOL,"950","69975","1412775"
"10480740000",150.9158410000,-33.9170767000,"4768","83190","256",LIVERPOOL,"3160","72880","1582501"
"10480770000",150.9201317000,-33.9191147000,"25209","101012","0",LIVERPOOL,"22981","81432","1551135"
"10480782000",150.9200784000,-33.9179215000,"13665","79404","223",LIVERPOOL,"13542","76122","1603827"
"10480800000",150.9224798000,-33.9143990000,"10614","64717","0",WARWICK FARM,"10614","73170","1518092"
"10480810000",150.9214597000,-33.9097779000,"1949","15783","23",WARWICK FARM,"1865","60233","1364054"
"10480820000",150.9250967000,-33.9122693000,"2151","45708","394",WARWICK FARM,"2067","64116","1484361"
"10480830000",150.9241935000,-33.9095947000,"2008","19056","415",WARWICK FARM,"1909","62760","1372523"
"10480840000",150.9289601000,-33.9094470000,"2148","49874","0",WARWICK FARM,"2148","66235","1292397"
"10480850000",150.9272497000,-33.9099535000,"2162","52186","387",WARWICK FARM,"2162","65222","1319280"
"10480860000",150.9254708000,-33.9104507000,"2172","50089","330",WARWICK FARM,"2136","64792","1387999"
"10480870000",150.9322984000,-33.9105708000,"1522","61717","304",WARWICK FARM,"1522","75613","1312274"
"10480880000",150.9318139000,-33.9084492000,"544","42438","134",WARWICK FARM,"544","68640","1209613"
"10480890000",150.9325380000,-33.9092166000,"457","48098","199",WARWICK FARM,"457","68833","1267345"
"10480900000",150.9351787000,-33.9080698000,"357","61249","0",WARWICK FARM,"357","71042","1262594"
"10480910000",150.9345786000,-33.9082154000,"520","63123","119",WARWICK FARM,"520","71167","1223940"
"10480920000",150.9338830000,-33.9089770000,"550","65344","410",WARWICK FARM,"550","72194","1233355"
"10480930000",150.9263654000,-33.9129018000,"2178","50075","0",WARWICK FARM,"2164","66669","1395854"
"10480940000",150.9292635000,-33.9131610000,"1595","59572","353",WARWICK FARM,"1595","71060","1323481"
"10480950000",150.9302476000,-33.9117271000,"1542","58916","317",WARWICK FARM,"1542","71757","1328967"
"10480960000",150.9276924000,-33.9126758000,"8561","68263","46",WARWICK FARM,"8533","75040","1337399"
"10480970000",150.9328093000,-33.9131460000,"8317","107213","204",WARWICK FARM,"3816","77601","1327852"
"10480982000",150.9314706000,-33.9118712000,"1949","64445","26",WARWICK FARM,"1760","74528","1386199"
"10480990000",150.9348728000,-33.9110482000,"1855","60053","363",WARWICK FARM,"1855","74864","1272951"
"10481000000",150.9342264000,-33.9149368000,"21582","104206","0",WARWICK FARM,"18426","78528","1337361"
"10481010000",150.9333396000,-33.9148959000,"20795","110107","242",WARWICK FARM,"17082","78609","1361641"
"10481020000",150.9330839000,-33.9162334000,"23095","86256","242",WARWICK FARM,"23067","79171","1351217"
"10481030000",150.9332120000,-33.9155633000,"17291","82192","196",WARWICK FARM,"17099","78168","1353265"
"10481040000",150.9326815000,-33.9150019000,"7507","99093","180",WARWICK FARM,"4861","79346","1370661"
"10481050000",150.9324504000,-33.9161918000,"23345","83571","219",WARWICK FARM,"23165","79714","1353698"
"10481060000",150.9325724000,-33.9155633000,"19185","93242","209",WARWICK FARM,"18994","77779","1358776"
"10481070000",150.9321809000,-33.9142920000,"7180","106659","317",WARWICK FARM,"3995","78690","1419819"
"10481080000",150.9314841000,-33.9143941000,"17732","82157","273",WARWICK FARM,"17732","80855","1422237"
"10481090000",150.9319263000,-33.9155245000,"23835","91549","229",WARWICK FARM,"23835","79786","1385457"
"10481100000",150.9310575000,-33.9160842000,"26295","85902","278",WARWICK FARM,"24543","79584","1410802"
"10481110000",150.9297979000,-33.9180090000,"29262","94676","225",LIVERPOOL,"28352","78740","1406576"
"10481120000",150.9300879000,-33.9164951000,"29314","81666","119",LIVERPOOL,"27480","77545","1420100"
"10481130000",150.9244608000,-33.9149202000,"13498","69462","0",WARWICK FARM,"13417","75371","1564303"
"10481140000",150.9241269000,-33.9170905000,"36323","92950","0",LIVERPOOL,"35401","78415","1442381"
"10481180000",150.9255972000,-33.9157922000,"31536","75216","248",LIVERPOOL,"29592","77553","1487849"
"10481190000",150.9256879000,-33.9170065000,"36275","94284","293",LIVERPOOL,"34987","78314","1491859"
"10481200000",150.9261271000,-33.9177408000,"38900","102322","121",LIVERPOOL,"37749","78869","1499131"
"10481222000",150.9266958000,-33.9171495000,"31168","92112","86",LIVERPOOL,"28558","78327","1432094"
"10481260000",150.9213938000,-33.9185869000,"24537","98229","845",LIVERPOOL,"22906","78807","1558802"
"10481271000",150.9280400000,-33.9185502000,"35598","104532","104",LIVERPOOL,"33919","79097","1470443"
"10481272000",150.9286911000,-33.9186403000,"35360","101963","57",LIVERPOOL,"32067","78695","1449394"
"10481280000",150.9277144000,-33.9202415000,"42255","127442","355",LIVERPOOL,"39157","79941","1529062"
"10481290000",150.9283829000,-33.9202429000,"40106","126502","238",LIVERPOOL,"38097","79148","1463863"
"10481300000",150.9285773000,-33.9192319000,"35089","95977","266",LIVERPOOL,"32257","77715","1456363"
"10481310000",150.9279281000,-33.9191313000,"37198","102118","197",LIVERPOOL,"34122","78637","1480551"
"10481320000",150.9194368000,-33.9212591000,"28533","114293","266",LIVERPOOL,"23376","76753","1652619"
"10481330000",150.9208195000,-33.9200144000,"40762","113958","154",LIVERPOOL,"36376","80985","1617041"
"10481340000",150.9204779000,-33.9217827000,"30237","117840","158",LIVERPOOL,"24779","78616","1632426"
"10481350000",150.9202398000,-33.9199942000,"26644","110067","203",LIVERPOOL,"22785","78509","1616928"
"10481361000",150.9201171000,-33.9206030000,"25906","108488","80",LIVERPOOL,"22192","78815","1607225"
"10481370000",150.9213630000,-33.9203636000,"43308","132823","246",LIVERPOOL,"39005","80142","1577664"
"10481380000",150.9211208000,-33.9216690000,"41713","119490","225",LIVERPOOL,"37722","75297","1597442"
"10481391000",150.9233545000,-33.9211317000,"43442","116702","0",LIVERPOOL,"38867","80290","1527175"
"10481392000",150.9220844000,-33.9213680000,"43082","137025","102",LIVERPOOL,"38384","76276","1520225"
"10481400000",150.9257413000,-33.9220079000,"46793","145943","6",LIVERPOOL,"40074","79279","1517046"
"10481410000",150.9262049000,-33.9210698000,"42064","131428","0",LIVERPOOL,"38687","78703","1461099"
"10481420000",150.9305254000,-33.9206805000,"39147","114010","551",LIVERPOOL,"37708","78826","1429291"
"10481430000",150.9207994000,-33.9233126000,"44596","122772","133",LIVERPOOL,"38663","77900","1614710"
"10481440000",150.9209284000,-33.9226374000,"44544","142068","236",LIVERPOOL,"38066","79527","1614433"
"10481450000",150.9195302000,-33.9236636000,"24769","103538","350",LIVERPOOL,"22155","76682","1629138"
"10481460000",150.9188456000,-33.9239334000,"23820","96520","68",LIVERPOOL,"23352","77742","1669656"
"10481480000",150.9202865000,-33.9227862000,"42968","112088","205",LIVERPOOL,"37273","80501","1622335"
"10481500000",150.9200735000,-33.9239097000,"26769","109490","145",LIVERPOOL,"23672","78441","1629677"
"10481520000",150.9228634000,-33.9237332000,"42449","119670","0",LIVERPOOL,"37987","81129","1403343"
"10481530000",150.9206585000,-33.9240531000,"25824","107808","166",LIVERPOOL,"23493","79061","1611255"
"10481540000",150.9249655000,-33.9235736000,"48650","164346","0",LIVERPOOL,"39039","79193","1523182"
"10481551000",150.9225773000,-33.9187754000,"39639","106007","0",LIVERPOOL,"37209","79923","1575668"
"10481552000",150.9237965000,-33.9188272000,"41247","102848","0",LIVERPOOL,"38741","78579","1529185"
"10481553000",150.9246186000,-33.9209467000,"43937","123976","6",LIVERPOOL,"39256","80414","1437638"
"10481554000",150.9250853000,-33.9169441000,"36208","87028","92",LIVERPOOL,"35178","79104","1485061"
