MB_ID,lon,lat,T15,T30,pop,NSW_LOCA_2,W15_value,W60_value,A30_value
"10487380000",150.8579215000,-33.8858150000,"634","7173","70",CECIL HILLS,"489","10473","1618124"
"10487390000",150.8580031000,-33.9161949000,"393","15499","98",HINCHINBROOK,"411","31707","1548007"
"10487400000",150.8583488000,-33.9211273000,"615","12310","160",HINCHINBROOK,"615","34210","1643885"
"10487410000",150.8645050000,-33.9027778000,"2683","23606","74",GREEN VALLEY,"1722","26964","1331451"
"10487420000",150.8643402000,-33.9231013000,"1083","52601","121",HINCHINBROOK,"1083","39452","1727642"
"10487430000",150.8648069000,-33.9473711000,"1008","27633","126",PRESTONS,"965","37039","1451542"
"10487440000",150.8652166000,-33.9210157000,"1299","28968","165",HINCHINBROOK,"1299","39366","1621318"
"10487450000",150.8679382000,-33.9042842000,"2219","16268","73",GREEN VALLEY,"2077","26072","1072427"
"10487460000",150.8704183000,-33.9439718000,"896","24903","113",PRESTONS,"722","36044","1549882"
"10487470000",150.8705853000,-33.9226502000,"2336","88767","136",HINCHINBROOK,"1707","40722","1538436"
"10487480000",150.8709296000,-33.8988561000,"1058","21177","151",GREEN VALLEY,"1041","26574","1443938"
"10487490000",150.8733637000,-33.9442318000,"1082","27660","123",PRESTONS,"704","38627","1667501"
"10487500000",150.8744541000,-33.9005065000,"999","17438","134",GREEN VALLEY,"967","26320","1178329"
"10487510000",150.8768735000,-33.9022357000,"2447","61434","113",GREEN VALLEY,"1915","33172","1336823"
"10487520000",150.8781040000,-33.9319250000,"4451","17412","0",PRESTONS,"4451","46379","1572611"
"10487530000",150.8778471000,-33.9024410000,"1610","34607","111",GREEN VALLEY,"1597","32846","1312882"
"10487540000",150.8825647000,-33.9034266000,"1547","53846","152",GREEN VALLEY,"1206","31104","1292954"
"10487550000",150.8862313000,-33.9457847000,"3680","42684","173",PRESTONS,"2057","36743","1417228"
"10487560000",150.8848728000,-33.9456545000,"397","29393","116",PRESTONS,"354","32757","1405092"
"10487570000",150.8458344000,-33.8792324000,"803","11604","111",CECIL HILLS,"313","7220","1764635"
"10487580000",150.8448497000,-33.8802389000,"833","13220","150",CECIL HILLS,"332","8179","1832348"
"10487590000",150.8456284000,-33.8826228000,"748","12746","138",CECIL HILLS,"392","8729","1790486"
"10487600000",150.8472442000,-33.8809214000,"1117","18291","182",CECIL HILLS,"405","8596","1771150"
"10487610000",150.8502329000,-33.8858465000,"524","7930","155",CECIL HILLS,"524","10671","1619166"
"10487620000",150.8501752000,-33.8850257000,"549","7797","0",CECIL HILLS,"549","10332","1642831"
"10487630000",150.8506611000,-33.8841341000,"524","6846","178",CECIL HILLS,"524","10086","1640213"
"10487640000",150.8468761000,-33.8854035000,"1024","14949","137",CECIL HILLS,"778","12139","1693017"
"10487650000",150.8463961000,-33.8861437000,"1015","14408","107",CECIL HILLS,"778","12449","1636250"
"10487660000",150.8412589000,-33.8868953000,"466","2127","159",CECIL HILLS,"466","9161","1554266"
"10487670000",150.8409296000,-33.8851707000,"322","1787","115",CECIL HILLS,"322","7272","1502481"
"10487680000",150.8458613000,-33.8871233000,"1193","12681","149",CECIL HILLS,"932","12685","1666057"
"10487690000",150.8439854000,-33.8870135000,"622","5554","173",CECIL HILLS,"622","10808","1625342"
"10487700000",150.8478498000,-33.8937013000,"1450","13028","0",CECIL HILLS,"919","13988","1710600"
"10487710000",150.8461679000,-33.8887995000,"1025","8763","155",CECIL HILLS,"961","14097","1668466"
"10487720000",150.8426033000,-33.8893874000,"659","2945","104",CECIL HILLS,"589","11952","1752916"
"10487730000",150.8405363000,-33.8877457000,"416","2027","0",CECIL HILLS,"416","8565","1554619"
"10487740000",150.8445872000,-33.8905510000,"916","10016","177",CECIL HILLS,"734","13735","1772572"
"10487750000",150.8453113000,-33.8928694000,"1493","13405","168",CECIL HILLS,"1048","14610","1760050"
"10487760000",150.8424052000,-33.8928584000,"557","5584","148",CECIL HILLS,"499","13151","1762388"
"10487770000",150.8448811000,-33.8919127000,"1139","11025","174",CECIL HILLS,"936","14009","1754800"
"10487780000",150.8622027000,-33.8866418000,"1136","22588","0",CECIL HILLS,"1047","21529","1799339"
"10487790000",150.8600863000,-33.8855931000,"1256","22157","0",CECIL HILLS,"484","14195","1747778"
"10487800000",150.8613317000,-33.8854525000,"895","20961","181",CECIL HILLS,"427","13723","1729461"
"10487810000",150.8589420000,-33.8843770000,"1725","27096","152",CECIL HILLS,"592","15757","1749528"
"10487820000",150.8596414000,-33.8877931000,"702","7529","0",CECIL HILLS,"702","15720","1574023"
"10487830000",150.8620070000,-33.8861518000,"1396","19326","102",CECIL HILLS,"1285","21908","1632191"
"10487840000",150.8591780000,-33.8857565000,"454","5046","89",CECIL HILLS,"470","8765","1570496"
"10487850000",150.8535035000,-33.8896818000,"906","5938","0",CECIL HILLS,"906","14896","1631776"
"10487860000",150.8518356000,-33.8885481000,"1225","13516","0",CECIL HILLS,"600","13080","1711552"
"10487870000",150.8553506000,-33.8855154000,"722","11197","188",CECIL HILLS,"521","10951","1654737"
"10487880000",150.8562526000,-33.8868135000,"742","10563","142",CECIL HILLS,"489","10890","1657155"
"10487891000",150.8523267000,-33.8869314000,"1309","15692","82",CECIL HILLS,"587","13161","1693000"
"10487892000",150.8535465000,-33.8862060000,"1376","17399","66",CECIL HILLS,"577","13545","1740076"
"10487900000",150.8580316000,-33.8923007000,"1791","18201","0",CECIL HILLS,"1643","20312","1779893"
"10487910000",150.8583031000,-33.8901981000,"631","6703","189",CECIL HILLS,"612","16754","1604503"
"10487920000",150.8503240000,-33.8932078000,"937","6858","149",CECIL HILLS,"937","14986","1687871"
"10487930000",150.8528099000,-33.8933991000,"822","6518","147",CECIL HILLS,"822","15628","1675901"
"10487941000",150.8560741000,-33.8928742000,"1234","15109","58",CECIL HILLS,"1191","20021","1719075"
"10487942000",150.8560096000,-33.8919245000,"1252","14001","57",CECIL HILLS,"1140","19353","1717864"
"10487951000",150.8528608000,-33.8943975000,"765","6195","71",CECIL HILLS,"765","15104","1690788"
"10487952000",150.8550591000,-33.8931598000,"1212","14699","59",CECIL HILLS,"1149","19909","1705481"
"10487960000",150.8557345000,-33.8949154000,"1696","15311","0",CECIL HILLS,"1601","21095","1639945"
"10487970000",150.8518855000,-33.8955910000,"1128","11115","0",CECIL HILLS,"950","15724","1679658"
"10487980000",150.8523990000,-33.8978434000,"719","9114","134",CECIL HILLS,"713","14512","1581982"
"10487990000",150.8547434000,-33.8988376000,"496","3806","158",CECIL HILLS,"496","12586","1489600"
"10488000000",150.8554846000,-33.8966666000,"507","4302","163",CECIL HILLS,"486","12941","1513533"
"10488010000",150.8542278000,-33.8957119000,"496","4202","124",CECIL HILLS,"496","12957","1512519"
"10488020000",150.8589787000,-33.8974256000,"2389","25157","0",GREEN VALLEY,"1004","23379","1633648"
"10488030000",150.8591130000,-33.8960334000,"2867","24793","147",GREEN VALLEY,"1149","23626","1633943"
"10488040000",150.8584171000,-33.8951909000,"1490","18923","125",GREEN VALLEY,"1295","22628","1664586"
"10488050000",150.8575515000,-33.8967650000,"885","18257","109",GREEN VALLEY,"633","20472","1586724"
"10488060000",150.8620357000,-33.8975352000,"2587","23499","132",GREEN VALLEY,"1042","24360","1611130"
"10488070000",150.8607087000,-33.8959114000,"2797","26960","118",GREEN VALLEY,"1192","23721","1680845"
"10488080000",150.8628452000,-33.8967435000,"1005","14772","169",GREEN VALLEY,"922","24842","1561342"
"10488090000",150.8627482000,-33.8957264000,"954","13394","133",GREEN VALLEY,"795","22499","1548881"
"10488120000",150.8576093000,-33.8992803000,"525","10554","159",GREEN VALLEY,"520","22403","1675599"
"10488130000",150.8614628000,-33.8989901000,"3042","25658","148",GREEN VALLEY,"1187","25488","1578818"
"10488140000",150.8615080000,-33.9002548000,"2382","27882","118",GREEN VALLEY,"1357","25480","1457272"
"10488150000",150.8599838000,-33.8998755000,"840","14343","150",GREEN VALLEY,"726","22934","1534805"
"10488161000",150.8658721000,-33.9000416000,"482","11840","110",GREEN VALLEY,"447","22028","1339895"
"10488171000",150.8638689000,-33.8993216000,"994","13043","123",GREEN VALLEY,"977","24948","1468439"
"10488181000",150.8628596000,-33.9003767000,"1199","15557","117",GREEN VALLEY,"1199","24910","1459742"
"10488182000",150.8641919000,-33.9008074000,"2395","18842","82",GREEN VALLEY,"1634","26766","1442798"
"10488190000",150.8658316000,-33.9009056000,"3242","26044","124",GREEN VALLEY,"1974","28747","1467545"
"10488220000",150.8560525000,-33.9015290000,"449","14305","89",GREEN VALLEY,"449","20538","1428725"
"10488230000",150.8577596000,-33.9010913000,"628","14250","112",GREEN VALLEY,"628","24022","1350260"
"10488240000",150.8598542000,-33.9015262000,"2673","25503","117",GREEN VALLEY,"1453","26296","1446888"
"10488250000",150.8600296000,-33.9026479000,"2858","29191","95",GREEN VALLEY,"819","23740","1496931"
"10488260000",150.8586441000,-33.9074463000,"2938","44614","89",GREEN VALLEY,"1191","23723","1575899"
"10488270000",150.8555224000,-33.9059205000,"5319","86787","0",GREEN VALLEY,"682","26008","1743467"
"10488280000",150.8565547000,-33.9044953000,"2436","48657","166",GREEN VALLEY,"621","23001","1564777"
"10488290000",150.8569150000,-33.9037236000,"374","16398","145",GREEN VALLEY,"374","20471","1480515"
"10488300000",150.8587110000,-33.9037809000,"2580","40565","118",GREEN VALLEY,"887","24546","1545992"
"10488310000",150.8577995000,-33.9055078000,"4009","78658","96",GREEN VALLEY,"1129","23124","1634412"
"10488320000",150.8571698000,-33.9065504000,"5151","74898","88",GREEN VALLEY,"921","23832","1670221"
"10488330000",150.8597684000,-33.9056793000,"4477","80482","149",GREEN VALLEY,"1276","22910","1555986"
"10488340000",150.8599668000,-33.9073742000,"3527","65933","127",GREEN VALLEY,"1519","23000","1503377"
"10488350000",150.8617634000,-33.9067400000,"1707","31450","106",GREEN VALLEY,"1561","26081","1447785"
"10488360000",150.8620635000,-33.9058911000,"1313","27482","85",GREEN VALLEY,"1162","23088","1463600"
"10488370000",150.8636328000,-33.9075285000,"4456","68055","104",GREEN VALLEY,"2391","30538","1366496"
"10488380000",150.8645068000,-33.9063573000,"2771","36519","0",GREEN VALLEY,"2499","30260","1234759"
"10488390000",150.8639246000,-33.9051991000,"1064","15067","142",GREEN VALLEY,"1064","22710","1325026"
"10488400000",150.8602374000,-33.9041186000,"654","22874","113",GREEN VALLEY,"516","21953","1509706"
"10488410000",150.8621728000,-33.9043325000,"2172","22590","161",GREEN VALLEY,"1609","25561","1425759"
"10488420000",150.8613753000,-33.9025462000,"2316","25291","107",GREEN VALLEY,"1146","24573","1489641"
"10488430000",150.8616361000,-33.9015993000,"2659","27203","93",GREEN VALLEY,"1425","25490","1449107"
"10488440000",150.8655619000,-33.9024078000,"3363","26765","141",GREEN VALLEY,"2436","28612","1340391"
"10488450000",150.8628270000,-33.9027118000,"2050","23263","85",GREEN VALLEY,"1084","24583","1441986"
"10488460000",150.8656712000,-33.9046029000,"3043","25280","136",GREEN VALLEY,"2033","27725","1319363"
"10488470000",150.8635097000,-33.9037582000,"2651","22336","125",GREEN VALLEY,"1925","26520","1405666"
"10488480000",150.8684575000,-33.8985986000,"2684","29338","0",GREEN VALLEY,"1413","28262","1483220"
"10488490000",150.8710028000,-33.8976347000,"1413","27509","72",GREEN VALLEY,"1188","28231","1480952"
"10488510000",150.8704882000,-33.9010691000,"2605","29416","152",GREEN VALLEY,"1965","29528","1410326"
"10488520000",150.8689777000,-33.9006032000,"2121","17740","0",GREEN VALLEY,"1793","28100","1361511"
"10488530000",150.8682046000,-33.9006032000,"3042","26483","93",GREEN VALLEY,"1872","27855","1464085"
"10488540000",150.8675082000,-33.9002021000,"3226","28344","102",GREEN VALLEY,"2053","28675","1467611"
"10488550000",150.8722334000,-33.8991483000,"1091","20324","120",GREEN VALLEY,"1091","26097","1458864"
"10488560000",150.8713524000,-33.9017970000,"2315","30131","120",GREEN VALLEY,"1932","29076","1430246"
"10488580000",150.8760930000,-33.9023140000,"2370","43873","0",GREEN VALLEY,"1722","32669","1439588"
"10488600000",150.8734239000,-33.9021157000,"1715","26472","72",GREEN VALLEY,"1493","29864","1275792"
"10488610000",150.8749044000,-33.9030546000,"3100","67604","109",GREEN VALLEY,"2165","33344","1348146"
"10488620000",150.8756340000,-33.9016883000,"847","17421","68",GREEN VALLEY,"837","26276","1421579"
"10488632000",150.8751496000,-33.9016782000,"1310","22726","49",GREEN VALLEY,"1211","28352","1178245"
"10488640000",150.8785466000,-33.9003780000,"2836","54044","142",GREEN VALLEY,"1296","31248","1381259"
"10488650000",150.8796736000,-33.9023238000,"1324","32810","0",GREEN VALLEY,"1334","30995","1290173"
"10488660000",150.8787924000,-33.9024165000,"1510","32165","97",GREEN VALLEY,"1448","32612","1302330"
"10488670000",150.8808932000,-33.9025606000,"900","24955","172",GREEN VALLEY,"900","29825","1289063"
"10488680000",150.8824596000,-33.9015685000,"1053","26751","133",GREEN VALLEY,"916","29365","1297910"
"10488690000",150.8839646000,-33.9035089000,"2023","57421","115",GREEN VALLEY,"1203","31570","1329407"
"10488700000",150.8779497000,-33.9036894000,"1801","34590","131",GREEN VALLEY,"1608","33534","1354496"
"10488710000",150.8815001000,-33.9042446000,"1653","54421","155",GREEN VALLEY,"1070","32039","1297717"
"10488720000",150.8674290000,-33.9029052000,"3386","27843","123",GREEN VALLEY,"2407","28355","1397033"
"10488740000",150.8666284000,-33.9046785000,"2911","24869","143",GREEN VALLEY,"1946","27552","1076513"
"10488750000",150.8671577000,-33.9060698000,"3132","28638","116",GREEN VALLEY,"2559","29658","1087066"
"10488761000",150.8700582000,-33.9062301000,"2486","26305","82",GREEN VALLEY,"2434","29297","1165881"
"10488762000",150.8703105000,-33.9047818000,"2491","22803","130",GREEN VALLEY,"2476","29108","1133230"
"10488770000",150.8690997000,-33.9050488000,"2672","25470","154",GREEN VALLEY,"2485","29371","1128522"
"10488790000",150.8724223000,-33.9048252000,"1991","32734","85",GREEN VALLEY,"1916","31915","1257339"
"10488800000",150.8589320000,-33.9129923000,"2011","26092","0",HINCHINBROOK,"1015","28603","1350168"
"10488811000",150.8559132000,-33.9105401000,"409","14078","167",HINCHINBROOK,"326","22613","1183336"
"10488812000",150.8572908000,-33.9101884000,"1031","15765","41",HINCHINBROOK,"581","23459","1224041"
"10488820000",150.8585769000,-33.9106417000,"1475","20438","146",HINCHINBROOK,"613","26399","1253517"
"10488830000",150.8605154000,-33.9093724000,"7304","81984","123",HINCHINBROOK,"1805","30223","1178502"
"10488840000",150.8595384000,-33.9112177000,"4162","64050","99",HINCHINBROOK,"1466","28301","1234859"
"10488860000",150.8619579000,-33.9088919000,"7645","83794","71",HINCHINBROOK,"2024","31503","1465299"
"10488900000",150.8572270000,-33.9134684000,"556","14808","105",HINCHINBROOK,"556","27459","1334257"
"10488920000",150.8590023000,-33.9163251000,"452","15286","176",HINCHINBROOK,"501","32490","1593161"
"10488980000",150.8617568000,-33.9200546000,"1107","33862","0",HINCHINBROOK,"1089","38998","1675237"
"10488990000",150.8596865000,-33.9204099000,"542","17588","165",HINCHINBROOK,"542","35291","1672825"
"10489000000",150.8670626000,-33.9071831000,"3820","34767","0",GREEN VALLEY,"2602","31139","1206035"
"10489010000",150.8700546000,-33.9073782000,"3047","41147","0",GREEN VALLEY,"2656","32705","1198617"
"10489020000",150.8669321000,-33.9094075000,"2193","37003","117",GREEN VALLEY,"1937","29311","1101963"
"10489030000",150.8684735000,-33.9095730000,"3511","63629","99",GREEN VALLEY,"2361","31095","1143521"
"10489040000",150.8658063000,-33.9088428000,"4033","46375","110",GREEN VALLEY,"2472","33211","1106904"
"10489050000",150.8670756000,-33.9102637000,"8165","90361","176",GREEN VALLEY,"2481","34264","1182800"
"10489060000",150.8700971000,-33.9097830000,"5872","82849","183",GREEN VALLEY,"2713","36267","1204924"
"10489080000",150.8656799000,-33.9117181000,"1901","34374","140",HINCHINBROOK,"1585","32151","1301704"
"10489090000",150.8649303000,-33.9152851000,"1513","18262","154",HINCHINBROOK,"1305","37623","1456395"
"10489100000",150.8657464000,-33.9134380000,"1084","22055","160",HINCHINBROOK,"1002","36034","1324964"
"10489110000",150.8678476000,-33.9112841000,"4212","77941","0",HINCHINBROOK,"2119","32922","1244890"
"10489120000",150.8695166000,-33.9131244000,"1741","39140","99",HINCHINBROOK,"1284","36623","1329223"
"10489140000",150.8676104000,-33.9145388000,"1519","26093","100",HINCHINBROOK,"1335","35958","1391078"
"10489150000",150.8658759000,-33.9159217000,"1570","19630","94",HINCHINBROOK,"1366","36899","1472053"
"10489160000",150.8613811000,-33.9149434000,"1738","18427","172",HINCHINBROOK,"1059","33856","1363474"
"10489170000",150.8606126000,-33.9124765000,"2050","29047","190",HINCHINBROOK,"1701","30458","1388130"
"10489180000",150.8621734000,-33.9128372000,"1003","23865","148",HINCHINBROOK,"910","30658","1218604"
"10489230000",150.8636672000,-33.9201376000,"1878","45285","99",HINCHINBROOK,"1331","39315","1651649"
"10489240000",150.8642073000,-33.9177331000,"1740","19462","104",HINCHINBROOK,"1363","37055","1538386"
"10489250000",150.8691510000,-33.9164024000,"1664","23906","165",HINCHINBROOK,"1622","37932","1401467"
"10489260000",150.8675392000,-33.9162600000,"1688","24000","135",HINCHINBROOK,"1624","37783","1485657"
"10489270000",150.8653239000,-33.9184363000,"1646","17399","113",HINCHINBROOK,"1052","36402","1510974"
"10489280000",150.8652672000,-33.9197887000,"1412","18818","100",HINCHINBROOK,"1052","37244","1576542"
"10489290000",150.8669778000,-33.9179280000,"1323","20624","175",HINCHINBROOK,"1149","35308","1539806"
"10489300000",150.8668681000,-33.9203414000,"777","16025","122",HINCHINBROOK,"684","32285","1594547"
"10489310000",150.8689380000,-33.9181708000,"1910","30579","144",HINCHINBROOK,"1459","38233","1499887"
"10489320000",150.8688746000,-33.9194797000,"1858","47913","64",HINCHINBROOK,"1700","38640","1364651"
"10489330000",150.8686914000,-33.9203790000,"1381","32891","112",HINCHINBROOK,"1381","38227","1501021"
"10489340000",150.8631820000,-33.9225217000,"1753","63291","197",HINCHINBROOK,"1717","40552","1750307"
"10489351000",150.8660315000,-33.9232812000,"2891","63632","99",HINCHINBROOK,"1639","40630","1684714"
"10489352000",150.8662610000,-33.9222696000,"906","34552","100",HINCHINBROOK,"931","38804","1656095"
"10489360000",150.8644943000,-33.9246823000,"2058","71381","0",HINCHINBROOK,"1674","41339","1834877"
"10489370000",150.8745628000,-33.9063010000,"2561","33831","0",GREEN VALLEY,"2487","30368","1234510"
"10489380000",150.8754347000,-33.9042247000,"3076","69660","133",GREEN VALLEY,"2298","33602","1365953"
"10489390000",150.8730432000,-33.9056841000,"2800","39963","108",GREEN VALLEY,"2639","32789","1248761"
"10489420000",150.8729414000,-33.9072573000,"3504","70937","117",GREEN VALLEY,"2837","35735","1270636"
"10489430000",150.8741558000,-33.9076743000,"6011","87900","0",GREEN VALLEY,"3060","35789","1236157"
"10489440000",150.8741010000,-33.9093530000,"3897","83474","0",GREEN VALLEY,"2160","36356","1334388"
"10489450000",150.8723008000,-33.9092516000,"4704","88382","166",GREEN VALLEY,"2792","35418","1327768"
"10489460000",150.8724021000,-33.9118811000,"4240","84170","145",HINCHINBROOK,"2092","38062","1376228"
"10489470000",150.8709979000,-33.9131670000,"761","18263","139",HINCHINBROOK,"575","33487","1306218"
"10489480000",150.8700066000,-33.9146746000,"1915","41564","166",HINCHINBROOK,"1453","37180","1331869"
"10489510000",150.8739047000,-33.9132735000,"5331","104286","176",HINCHINBROOK,"1403","38713","1279156"
"10489520000",150.8747875000,-33.9113609000,"7277","101685","0",HINCHINBROOK,"2628","39661","1440290"
"10489530000",150.8705523000,-33.9169374000,"2031","43530","145",HINCHINBROOK,"1434","38122","1456723"
"10489570000",150.8698026000,-33.9219672000,"1910","56349","101",HINCHINBROOK,"1864","38664","1508236"
"10489580000",150.8713664000,-33.9228204000,"3215","77894","202",HINCHINBROOK,"2574","40619","1585013"
"10489590000",150.8700796000,-33.9246989000,"3054","100185","127",HINCHINBROOK,"1655","40345","1665276"
"10489600000",150.8682796000,-33.9255334000,"1294","52958","253",HINCHINBROOK,"951","38763","1649229"
"10489610000",150.8683498000,-33.9220674000,"1898","62657","195",HINCHINBROOK,"1898","39558","1632386"
"10489620000",150.8680894000,-33.9235458000,"2409","61026","134",HINCHINBROOK,"1747","40271","1692561"
"10489630000",150.8796719000,-33.9285933000,"5750","94564","0",PRESTONS,"3598","52525","1388060"
"10489641000",150.8714000000,-33.9300470000,"2251","76453","0",PRESTONS,"1533","45088","1703011"
"10489642000",150.8803438000,-33.9320484000,"6773","53839","0",PRESTONS,"6773","40630","1497090"
"10489643000",150.8762188000,-33.9300141000,"1836","57288","0",PRESTONS,"1772","42902","1561822"
"10489651000",150.8775547000,-33.9355180000,"4440","17078","16",PRESTONS,"4440","44705","1487332"
"10489653000",150.8744558000,-33.9369253000,"1027","14769","0",PRESTONS,"1027","37620","1429183"
"10489660000",150.8844284000,-33.9374883000,"4101","36006","0",PRESTONS,"4101","43698","1315267"
"10489700000",150.8900008000,-33.9465152000,"6291","74460","0",PRESTONS,"1266","31906","1361310"
"10489710000",150.8878694000,-33.9468660000,"3086","28766","121",PRESTONS,"1926","34805","1395623"
"10489730000",150.8857221000,-33.9473098000,"913","34368","119",PRESTONS,"440","33560","1410294"
"10489750000",150.8825597000,-33.9468935000,"1858","45044","179",PRESTONS,"1858","33134","1637327"
"10489770000",150.8808870000,-33.9450382000,"306","19183","141",PRESTONS,"306","30799","1381194"
"10489780000",150.8798970000,-33.9463255000,"1665","33641","103",PRESTONS,"1665","30625","1491834"
"10489790000",150.8811474000,-33.9464543000,"341","49505","95",PRESTONS,"341","31437","1477312"
"10489812000",150.8740351000,-33.9556399000,"2774","59644","227",PRESTONS,"392","29846","1574460"
"10489813000",150.8769718000,-33.9529841000,"194","24159","0",PRESTONS,"194","31431","1775863"
"10489814000",150.8797873000,-33.9495421000,"318","33913","49",PRESTONS,"318","32464","1702979"
"10489820000",150.8747523000,-33.9440408000,"2849","41635","151",PRESTONS,"747","40123","1747972"
"10489850000",150.8714201000,-33.9471152000,"978","24868","0",PRESTONS,"790","35884","1564146"
"10489861000",150.8740904000,-33.9474113000,"850","19643","123",PRESTONS,"747","35932","1530114"
"10489862000",150.8730352000,-33.9473367000,"967","21445","80",PRESTONS,"784","36498","1481266"
"10489870000",150.8710819000,-33.9479124000,"1097","23061","159",PRESTONS,"963","34949","1368597"
"10489880000",150.8716050000,-33.9442551000,"1086","27677","100",PRESTONS,"702","36339","1671792"
"10489890000",150.8682667000,-33.9439718000,"694","22750","138",PRESTONS,"616","34287","1515451"
"10489900000",150.8684388000,-33.9430823000,"576","20418","98",PRESTONS,"526","32664","1431066"
"10489910000",150.8668267000,-33.9486742000,"1405","49614","162",PRESTONS,"1253","37484","1533841"
"10489921000",150.8678685000,-33.9485065000,"1538","63480","178",PRESTONS,"1260","37622","1533958"
"10489931000",150.8677160000,-33.9460085000,"1062","26299","246",PRESTONS,"944","35881","1524162"
"10489932000",150.8701229000,-33.9458676000,"1045","25582","217",PRESTONS,"913","37053","1546410"
"10489940000",150.8665863000,-33.9512596000,"2156","66359","197",PRESTONS,"857","33496","1329915"
"10489961000",150.8723738000,-33.9533251000,"2367","59761","107",PRESTONS,"442","31988","1531550"
"10489962000",150.8687341000,-33.9548170000,"1500","58528","119",PRESTONS,"403","30893","1419715"
"10489964000",150.8715932000,-33.9517643000,"351","29170","134",PRESTONS,"278","33588","1376430"
"10489965000",150.8709154000,-33.9540191000,"2637","61405","143",PRESTONS,"532","31864","1491232"
"10489970000",150.8712747000,-33.9554231000,"2860","62971","136",PRESTONS,"511","31647","1576897"
"10489980000",150.8664372000,-33.9433504000,"728","50641","116",PRESTONS,"548","38522","1427846"
"10490011000",150.8608988000,-33.9427355000,"1394","52008","91",PRESTONS,"847","36006","1452453"
"10490012000",150.8631870000,-33.9418949000,"3306","57852","75",PRESTONS,"632","39684","1545803"
"10490020000",150.8613284000,-33.9442757000,"1018","40665","0",PRESTONS,"944","37393","1454845"
"10490030000",150.8628934000,-33.9472148000,"1273","42974","105",PRESTONS,"1106","34636","1287394"
"10490040000",150.8629311000,-33.9483936000,"1527","66485","91",PRESTONS,"1103","34601","1348795"
"10490050000",150.8629001000,-33.9450359000,"939","29818","139",PRESTONS,"854","36851","1397204"
"10490060000",150.8643676000,-33.9459807000,"1195","31521","114",PRESTONS,"991","37297","1269396"
"10490070000",150.8648398000,-33.9449037000,"957","29866","117",PRESTONS,"832","36183","1345202"
"10490081000",150.8658934000,-33.9485097000,"1434","65780","65",PRESTONS,"1370","37654","1515153"
"10490082000",150.8640814000,-33.9489400000,"5608","70928","63",PRESTONS,"1216","35995","1410572"
"10490083000",150.8649657000,-33.9490563000,"992","24016","69",PRESTONS,"794","33829","1346233"
"10490090000",150.8659976000,-33.9457399000,"1028","30564","123",PRESTONS,"1028","37428","1352202"
"10490100000",150.8628927000,-33.9495318000,"2896","69891","0",PRESTONS,"1120","34306","1373623"
"10490120000",150.8637475000,-33.9536770000,"681","19184","142",PRESTONS,"558","31023","1234188"
"10490170000",150.8571460000,-33.9524058000,"1967","61117","153",PRESTONS,"836","29208","1212809"
"10490180000",150.8588687000,-33.9529082000,"1226","35748","142",PRESTONS,"798","31640","1235142"
"10490190000",150.8608945000,-33.9532040000,"979","36371","171",PRESTONS,"752","29685","1241112"
"10490200000",150.8588757000,-33.9444518000,"1334","32330","111",PRESTONS,"992","31338","1418698"
"10490210000",150.8598722000,-33.9468557000,"833","13173","122",PRESTONS,"833","26046","1175362"
"10490220000",150.8581926000,-33.9465714000,"1333","21680","150",PRESTONS,"1177","28184","1222605"
"10490230000",150.8565811000,-33.9502090000,"1892","37829","123",PRESTONS,"1247","28474","1203230"
"10490240000",150.8578084000,-33.9486971000,"1538","18674","142",PRESTONS,"998","27634","1196150"
"10490280000",150.8546342000,-33.9415963000,"2211","47398","0",PRESTONS,"864","29896","1397682"
"10490400000",150.8553390000,-33.9454234000,"1769","22239","156",PRESTONS,"942","29546","1201784"
"10490410000",150.8568008000,-33.9457083000,"1577","21086","112",PRESTONS,"1082","27116","1147274"
"10490420000",150.8542700000,-33.9474084000,"2088","29307","102",PRESTONS,"1155","26923","1152622"
"10490430000",150.8564710000,-33.9474880000,"1670","20871","116",PRESTONS,"1225","29115","1185591"
"10490440000",150.8553440000,-33.9475685000,"2064","29115","70",PRESTONS,"1131","26033","1164927"
"10490450000",150.8556648000,-33.9494726000,"2070","43216","102",PRESTONS,"1110","28540","1250427"
"10490460000",150.8542530000,-33.9493127000,"1628","17694","0",PRESTONS,"956","27956","1181122"
"10490480000",150.8526443000,-33.9489012000,"2516","31401","136",PRESTONS,"1036","27010","1154551"
"10490490000",150.8538928000,-33.9511218000,"1187","15719","116",PRESTONS,"910","25834","1163796"
"10490500000",150.8504262000,-33.9497327000,"2552","23590","4",PRESTONS,"1563","26423","1129104"
"10490510000",150.8509221000,-33.9432727000,"873","27039","0",PRESTONS,"690","28467","1238999"
"10490520000",150.8512376000,-33.9457795000,"1547","20354","123",PRESTONS,"1016","26399","1148137"
"10490530000",150.8467113000,-33.9502429000,"3390","30729","166",HORNINGSEA PARK,"1072","25781","1270911"
"10490540000",150.8480317000,-33.9475052000,"2949","25195","174",HORNINGSEA PARK,"1218","22990","1232009"
"10490550000",150.8459991000,-33.9484433000,"3967","35324","150",HORNINGSEA PARK,"1177","24983","1268160"
"10490562000",150.8476215000,-33.9453829000,"3193","21541","149",HORNINGSEA PARK,"1268","19558","1177304"
"10490570000",150.8480758000,-33.9435467000,"1732","12877","195",HORNINGSEA PARK,"1732","21486","1206430"
"10490580000",150.8472907000,-33.9442625000,"1856","15278","141",HORNINGSEA PARK,"1465","20781","1129426"
